country,field,year,num_patent_granted,complete
Hungary,Transportation,2016,2,True
Hungary,Transportation,2019,0,True
United States,Transportation,2017,1065,True
Poland,Transportation,2016,4,True
Poland,Transportation,2020,2,False
Bulgaria,Transportation,2022,0,False
Belgium,Transportation,2018,1,True
Peru,Transportation,2016,0,True
Mexico,Transportation,2017,14,True
Philippines,Transportation,2022,0,False
Uruguay,Transportation,2020,0,False
Saudi Arabia,Agriculture,2023,0,False
Taiwan,Agriculture,2022,5,False
India,Agriculture,2016,3,True
India,Agriculture,2018,1,True
Austria,Agriculture,2022,0,False
Colombia,Agriculture,2022,0,False
Italy,Agriculture,2022,0,False
Japan,Agriculture,2017,27,True
Japan,Agriculture,2020,27,False
Malaysia,All,2021,5,False
Netherlands,All,2017,5,True
South Africa,All,2016,2,True
Sweden,All,2020,20,False
United States,All,2020,12959,False
Denmark,All,2017,24,True
Lithuania,Banking and Finance,2018,0,True
Mexico,Banking and Finance,2022,0,False
Morocco,Banking and Finance,2019,1,True
Singapore,Business,2021,1,False
Slovenia,Business,2019,0,True
Bulgaria,Business,2019,0,True
South Korea,Business,2020,1084,False
United Kingdom,Business,2020,13,False
Lithuania,Business,2016,0,True
Brazil,Business,2021,8,False
Malaysia,Business,2016,1,True
New Zealand,Business,2020,0,False
Hungary,Business,2022,0,False
United Kingdom,Energy Management,2017,6,True
Peru,Energy Management,2018,0,True
Germany,Energy Management,2017,15,True
Italy,Energy Management,2023,0,False
Czechia,Energy Management,2023,0,False
World Intellectual Property Organization (WIPO),Energy Management,2019,5,True
France,Energy Management,2016,3,True
Ukraine,Industry and Manufacturing,2018,1,True
European Patent Organization,Industry and Manufacturing,2024,0,False
Spain,Industry and Manufacturing,2016,4,True
World Intellectual Property Organization (WIPO),Industry and Manufacturing,2021,4,False
Bulgaria,Industry and Manufacturing,2019,0,True
Australia,Industry and Manufacturing,2016,15,True
Switzerland,Industry and Manufacturing,2020,1,False
Romania,Industry and Manufacturing,2019,0,True
Canada,Industry and Manufacturing,2023,1,False
Slovenia,Industry and Manufacturing,2018,0,True
Israel,Industry and Manufacturing,2016,0,True
Russia,Industry and Manufacturing,2021,1,False
Israel,Life Sciences,2020,3,False
South Africa,Life Sciences,2022,0,False
Austria,Life Sciences,2020,0,False
Austria,Life Sciences,2021,0,False
Portugal,Life Sciences,2020,3,False
United Kingdom,Life Sciences,2021,22,False
Finland,Life Sciences,2023,0,False
Ireland,Personal Devices and Computing,2018,0,True
Denmark,Personal Devices and Computing,2022,0,False
Bulgaria,Personal Devices and Computing,2018,0,True
Israel,Personal Devices and Computing,2023,1,False
Switzerland,Physical Sciences and Engineering,2018,0,True
Italy,Physical Sciences and Engineering,2019,3,True
South Africa,Physical Sciences and Engineering,2017,1,True
South Africa,Physical Sciences and Engineering,2018,0,True
France,Physical Sciences and Engineering,2016,3,True
France,Physical Sciences and Engineering,2022,5,False
Malaysia,Physical Sciences and Engineering,2020,1,False
Belgium,Physical Sciences and Engineering,2016,1,True
South Korea,Physical Sciences and Engineering,2020,310,False
South Korea,Physical Sciences and Engineering,2021,280,False
Austria,Physical Sciences and Engineering,2016,0,True
Morocco,Physical Sciences and Engineering,2018,1,True
Singapore,Physical Sciences and Engineering,2020,0,False
Greece,Security,2022,1,False
Malaysia,Security,2016,2,True
Sweden,Security,2022,4,False
Romania,Security,2016,0,True
Singapore,Security,2019,8,True
Slovenia,Security,2019,0,True
Taiwan,Security,2023,3,False
Bulgaria,Security,2019,0,True
Australia,Security,2019,40,True
China (mainland),Telecommunications,2018,1721,True
Malaysia,Telecommunications,2021,0,False
European Patent Organization,Telecommunications,2023,35,False
Morocco,Telecommunications,2019,3,True
Mexico,Telecommunications,2019,21,True
France,Telecommunications,2017,15,True
Turkey,Telecommunications,2017,0,True
Austria,Telecommunications,2017,0,True
Australia,Transportation,2017,25,True
Taiwan,Transportation,2019,7,True
United States,Transportation,2019,1392,True
United Kingdom,Transportation,2022,20,False
Romania,Transportation,2021,0,False
Singapore,Transportation,2021,1,False
Japan,Transportation,2018,387,True
Norway,Transportation,2023,0,False
Philippines,Transportation,2023,0,False
Luxembourg,Transportation,2016,0,True
European Patent Organization,Transportation,2024,0,False
Portugal,Agriculture,2021,0,False
Cuba,Agriculture,2020,0,False
Taiwan,Agriculture,2018,1,True
Peru,Agriculture,2017,0,True
Peru,Agriculture,2023,0,False
Russia,Agriculture,2017,5,True
South Korea,Agriculture,2024,2,False
Ukraine,Agriculture,2018,1,True
Luxembourg,Agriculture,2021,1,False
Spain,Agriculture,2021,2,False
Argentina,Agriculture,2020,3,False
Poland,Agriculture,2023,0,False
Malaysia,All,2020,16,False
South Africa,All,2023,98,False
Ukraine,All,2017,1,True
Russia,All,2016,124,True
Russia,All,2019,165,True
Romania,All,2022,1,False
South Korea,All,2016,909,True
United States,Banking and Finance,2024,7,False
Canada,Banking and Finance,2019,37,True
Singapore,Banking and Finance,2020,3,False
Poland,Banking and Finance,2019,0,True
Morocco,Banking and Finance,2021,0,False
Malaysia,Banking and Finance,2020,2,False
Peru,Banking and Finance,2023,0,False
Portugal,Banking and Finance,2021,0,False
Luxembourg,Business,2020,2,False
United Kingdom,Business,2021,10,False
Malaysia,Business,2017,6,True
Israel,Business,2018,1,True
Norway,Business,2019,2,True
India,Business,2020,0,False
Philippines,Business,2019,4,True
France,Business,2018,13,True
Lithuania,Energy Management,2022,0,False
Russia,Energy Management,2017,0,True
Mexico,Energy Management,2016,2,True
Norway,Energy Management,2019,1,True
Greece,Energy Management,2016,0,True
Luxembourg,Energy Management,2023,9,False
World Intellectual Property Organization (WIPO),Energy Management,2016,0,True
Hungary,Industry and Manufacturing,2023,0,False
Norway,Industry and Manufacturing,2016,0,True
Czechia,Industry and Manufacturing,2019,0,True
Russia,Industry and Manufacturing,2018,7,True
European Patent Organization,Life Sciences,2017,67,True
Peru,Life Sciences,2016,0,True
Colombia,Life Sciences,2019,1,True
Colombia,Life Sciences,2022,0,False
Australia,Life Sciences,2016,61,True
Malaysia,Life Sciences,2020,2,False
South Africa,Personal Devices and Computing,2016,1,True
Japan,Personal Devices and Computing,2022,269,False
Turkey,Personal Devices and Computing,2020,0,False
Spain,Personal Devices and Computing,2019,35,True
Philippines,Physical Sciences and Engineering,2022,0,False
United Kingdom,Physical Sciences and Engineering,2021,9,False
Germany,Physical Sciences and Engineering,2019,20,True
European Patent Organization,Physical Sciences and Engineering,2024,0,False
Slovenia,Physical Sciences and Engineering,2022,0,False
Finland,Physical Sciences and Engineering,2016,1,True
Romania,Security,2023,0,False
Czechia,Security,2018,0,True
San Marino,Security,2020,0,False
France,Security,2022,10,False
Italy,Security,2021,3,False
Bulgaria,Security,2022,0,False
Finland,Security,2023,0,False
Germany,Security,2024,10,False
Spain,Telecommunications,2017,15,True
Switzerland,Telecommunications,2019,0,True
China (mainland),Telecommunications,2020,4059,False
Peru,Telecommunications,2020,3,False
South Africa,Telecommunications,2016,0,True
United Kingdom,Telecommunications,2020,53,False
France,Telecommunications,2023,6,False
Netherlands,Transportation,2016,1,True
Netherlands,Transportation,2017,1,True
Netherlands,Transportation,2022,3,False
Slovenia,Transportation,2022,0,False
Canada,Transportation,2022,8,False
Belgium,Transportation,2017,2,True
Russia,Transportation,2018,11,True
Portugal,Agriculture,2018,1,True
Portugal,Agriculture,2022,0,False
Peru,Agriculture,2021,0,False
Switzerland,Agriculture,2017,0,True
Austria,Agriculture,2023,1,False
Mexico,Agriculture,2019,6,True
Eurasian Patent Organization,Agriculture,2018,0,True
Netherlands,Agriculture,2018,0,True
New Zealand,Agriculture,2021,0,False
Bulgaria,Agriculture,2019,0,True
Croatia,All,2022,1,False
Netherlands,All,2018,10,True
Lithuania,All,2016,3,True
Germany,All,2016,193,True
France,Banking and Finance,2018,11,True
Austria,Banking and Finance,2018,0,True
Poland,Banking and Finance,2022,0,False
Japan,Banking and Finance,2023,4,False
Philippines,Banking and Finance,2018,0,True
Philippines,Banking and Finance,2023,0,False
International Bureau of WIPO,Business,2016,1,True
China (mainland),Business,2025,160,False
Brazil,Business,2019,25,True
Finland,Business,2020,5,False
New Zealand,Business,2019,0,True
Germany,Business,2020,23,False
China (mainland),Energy Management,2017,381,True
Sweden,Energy Management,2017,0,True
Greece,Energy Management,2018,0,True
Luxembourg,Energy Management,2018,0,True
Indonesia,Energy Management,2016,0,True
Jordan,Energy Management,2021,0,False
European Patent Organization,Energy Management,2019,32,True
New Zealand,Industry and Manufacturing,2017,2,True
Norway,Industry and Manufacturing,2022,1,False
Taiwan,Industry and Manufacturing,2024,0,False
Argentina,Industry and Manufacturing,2017,0,True
Switzerland,Industry and Manufacturing,2018,1,True
Israel,Industry and Manufacturing,2019,0,True
Lithuania,Life Sciences,2016,0,True
Spain,Life Sciences,2016,25,True
Czechia,Life Sciences,2022,0,False
India,Life Sciences,2019,0,True
Eurasian Patent Organization,Life Sciences,2016,1,True
Japan,Life Sciences,2016,199,True
Sweden,Life Sciences,2019,5,True
United States,Life Sciences,2022,372,False
Australia,Life Sciences,2022,27,False
Denmark,Life Sciences,2018,9,True
Canada,Life Sciences,2016,85,True
China (mainland),Life Sciences,2022,2549,False
Denmark,Personal Devices and Computing,2023,0,False
United States,Personal Devices and Computing,2018,6784,True
Belgium,Personal Devices and Computing,2018,3,True
Malaysia,Personal Devices and Computing,2018,8,True
European Patent Organization,Personal Devices and Computing,2023,30,False
Turkey,Personal Devices and Computing,2019,1,True
Australia,Personal Devices and Computing,2018,185,True
Portugal,Physical Sciences and Engineering,2016,1,True
South Africa,Physical Sciences and Engineering,2019,0,True
Malaysia,Physical Sciences and Engineering,2017,3,True
Greece,Physical Sciences and Engineering,2019,1,True
Argentina,Physical Sciences and Engineering,2018,3,True
Canada,Physical Sciences and Engineering,2017,31,True
Canada,Physical Sciences and Engineering,2019,50,True
Ireland,Physical Sciences and Engineering,2018,0,True
Philippines,Security,2019,1,True
Uruguay,Security,2017,0,True
Finland,Security,2020,3,False
Spain,Security,2016,1,True
Denmark,Telecommunications,2017,7,True
Canada,Telecommunications,2016,57,True
Canada,Telecommunications,2023,1,False
China (mainland),Telecommunications,2016,465,True
Russia,Telecommunications,2020,24,False
Malaysia,Telecommunications,2018,0,True
South Korea,Telecommunications,2017,377,True
South Korea,Telecommunications,2024,20,False
Greece,Telecommunications,2017,0,True
United Kingdom,Telecommunications,2018,51,True
Bulgaria,Telecommunications,2021,0,False
Bulgaria,Telecommunications,2023,1,False
Hungary,Telecommunications,2016,2,True
Hungary,Telecommunications,2020,2,False
Finland,Telecommunications,2018,11,True
Australia,Transportation,2023,0,False
Turkey,Transportation,2020,0,False
Finland,Transportation,2021,1,False
Belgium,Transportation,2022,1,False
China (mainland),Transportation,2018,864,True
Spain,Transportation,2021,3,False
France,Transportation,2018,29,True
Ukraine,Transportation,2024,0,False
South Korea,Transportation,2016,112,True
South Korea,Transportation,2017,185,True
South Korea,Transportation,2020,381,False
Serbia,Agriculture,2021,0,False
South Africa,Agriculture,2016,1,True
Lithuania,Agriculture,2020,0,False
United Kingdom,Agriculture,2021,1,False
United States,Agriculture,2023,15,False
Italy,Agriculture,2020,1,False
Tunisia,All,2021,2,False
Luxembourg,All,2024,63,False
Greece,All,2016,3,True
United Kingdom,All,2017,198,True
Romania,All,2016,1,True
Morocco,All,2016,1,True
Brazil,All,2019,150,True
Slovakia,All,2023,3,False
Ukraine,Banking and Finance,2018,0,True
Belgium,Banking and Finance,2021,0,False
South Korea,Banking and Finance,2018,88,True
South Africa,Banking and Finance,2019,0,True
China (mainland),Banking and Finance,2016,61,True
Germany,Banking and Finance,2019,14,True
Singapore,Banking and Finance,2017,10,True
Denmark,Banking and Finance,2017,2,True
Denmark,Banking and Finance,2018,1,True
Eurasian Patent Organization,Banking and Finance,2016,1,True
Croatia,Banking and Finance,2019,0,True
Netherlands,Banking and Finance,2018,0,True
Portugal,Banking and Finance,2020,0,False
Finland,Business,2021,1,False
Ireland,Business,2018,0,True
Greece,Business,2018,0,True
Czechia,Business,2017,0,True
Philippines,Business,2022,0,False
Romania,Business,2017,1,True
South Africa,Business,2020,1,False
South Africa,Business,2024,0,False
Germany,Business,2019,22,True
Austria,Energy Management,2022,2,False
Finland,Energy Management,2017,0,True
Singapore,Energy Management,2021,0,False
United States,Energy Management,2022,78,False
India,Energy Management,2017,1,True
New Zealand,Industry and Manufacturing,2019,1,True
Slovakia,Industry and Manufacturing,2023,0,False
Spain,Industry and Manufacturing,2018,14,True
Sweden,Industry and Manufacturing,2016,1,True
Bulgaria,Industry and Manufacturing,2021,0,False
Philippines,Industry and Manufacturing,2017,0,True
Philippines,Industry and Manufacturing,2020,0,False
Singapore,Industry and Manufacturing,2019,3,True
South Africa,Industry and Manufacturing,2017,0,True
Belgium,Life Sciences,2017,0,True
Peru,Life Sciences,2019,0,True
Romania,Life Sciences,2023,0,False
Singapore,Personal Devices and Computing,2021,2,False
Switzerland,Personal Devices and Computing,2017,0,True
Belgium,Personal Devices and Computing,2021,0,False
Luxembourg,Personal Devices and Computing,2023,26,False
World Intellectual Property Organization (WIPO),Physical Sciences and Engineering,2024,0,False
Peru,Physical Sciences and Engineering,2021,1,False
Finland,Physical Sciences and Engineering,2017,0,True
Brazil,Physical Sciences and Engineering,2021,5,False
Philippines,Security,2016,0,True
Luxembourg,Security,2016,0,True
Canada,Security,2018,43,True
European Patent Organization,Security,2024,0,False
Argentina,Security,2022,0,False
Australia,Security,2018,32,True
Turkey,Security,2019,0,True
Turkey,Security,2020,0,False
Saudi Arabia,Telecommunications,2022,0,False
Russia,Telecommunications,2018,30,True
Israel,Telecommunications,2018,4,True
New Zealand,Telecommunications,2016,0,True
Czechia,Telecommunications,2023,0,False
Malaysia,Telecommunications,2016,4,True
Malaysia,Telecommunications,2019,5,True
Lithuania,Telecommunications,2022,1,False
Finland,Telecommunications,2021,13,False
Turkey,Transportation,2019,0,True
Canada,Transportation,2018,51,True
South Africa,Transportation,2021,0,False
Singapore,Transportation,2017,7,True
Norway,Transportation,2018,2,True
World Intellectual Property Organization (WIPO),Transportation,2021,4,False
World Intellectual Property Organization (WIPO),Transportation,2022,0,False
Luxembourg,Transportation,2018,1,True
Latvia,Transportation,2020,0,False
Israel,Transportation,2018,0,True
Hungary,Agriculture,2021,0,False
Romania,Agriculture,2018,0,True
Croatia,Agriculture,2019,0,True
Croatia,Agriculture,2020,0,False
Mexico,Agriculture,2017,4,True
Germany,Agriculture,2020,5,False
Norway,Agriculture,2021,1,False
Ukraine,Agriculture,2017,0,True
China (mainland),Agriculture,2016,50,True
China (mainland),Agriculture,2019,292,True
Malaysia,Agriculture,2019,0,True
Bulgaria,Agriculture,2024,1,False
Mexico,All,2020,80,False
Bulgaria,All,2021,3,False
Slovenia,All,2016,3,True
Australia,All,2021,1080,False
Sweden,All,2021,14,False
Czechia,All,2020,2,False
Finland,All,2019,29,True
Poland,All,2020,20,False
San Marino,Banking and Finance,2018,0,True
Australia,Banking and Finance,2018,27,True
Canada,Banking and Finance,2016,14,True
China (mainland),Banking and Finance,2019,386,True
European Patent Organization,Banking and Finance,2022,4,False
Denmark,Banking and Finance,2020,0,False
Italy,Business,2021,5,False
Bulgaria,Business,2020,0,False
Lithuania,Business,2020,0,False
Argentina,Business,2017,1,True
World Intellectual Property Organization (WIPO),Business,2018,2,True
Kenya,Business,2016,0,True
Japan,Business,2021,170,False
Sweden,Energy Management,2019,2,True
United Kingdom,Energy Management,2022,5,False
Malaysia,Energy Management,2018,1,True
Denmark,Energy Management,2017,0,True
Israel,Energy Management,2023,0,False
Norway,Energy Management,2023,0,False
Tunisia,Energy Management,2021,0,False
Czechia,Energy Management,2021,0,False
Czechia,Energy Management,2022,0,False
India,Energy Management,2021,0,False
World Intellectual Property Organization (WIPO),Energy Management,2018,1,True
Netherlands,Industry and Manufacturing,2022,3,False
Greece,Industry and Manufacturing,2019,0,True
United Kingdom,Industry and Manufacturing,2024,1,False
European Patent Organization,Industry and Manufacturing,2021,39,False
World Intellectual Property Organization (WIPO),Industry and Manufacturing,2017,0,True
Morocco,Industry and Manufacturing,2018,1,True
Belgium,Life Sciences,2016,0,True
Peru,Life Sciences,2018,2,True
Hungary,Life Sciences,2021,1,False
Philippines,Life Sciences,2021,0,False
Ireland,Life Sciences,2018,0,True
Italy,Life Sciences,2019,10,True
Denmark,Life Sciences,2017,12,True
Sweden,Personal Devices and Computing,2017,2,True
South Africa,Personal Devices and Computing,2019,0,True
Malaysia,Personal Devices and Computing,2020,4,False
Czechia,Personal Devices and Computing,2018,1,True
Finland,Personal Devices and Computing,2017,9,True
European Patent Organization,Personal Devices and Computing,2016,42,True
European Patent Organization,Personal Devices and Computing,2017,117,True
European Patent Organization,Personal Devices and Computing,2024,0,False
Germany,Personal Devices and Computing,2016,60,True
Germany,Personal Devices and Computing,2017,104,True
Turkey,Personal Devices and Computing,2017,1,True
Estonia,Personal Devices and Computing,2022,0,False
Spain,Personal Devices and Computing,2018,40,True
China (mainland),Personal Devices and Computing,2025,633,False
Hungary,Physical Sciences and Engineering,2016,2,True
Serbia,Physical Sciences and Engineering,2017,0,True
Norway,Physical Sciences and Engineering,2022,1,False
Denmark,Physical Sciences and Engineering,2016,1,True
Denmark,Physical Sciences and Engineering,2020,0,False
Philippines,Security,2018,1,True
Romania,Security,2018,0,True
Russia,Security,2019,17,True
Croatia,Security,2018,0,True
Kenya,Security,2016,0,True
World Intellectual Property Organization (WIPO),Security,2020,8,False
Austria,Security,2021,0,False
Hungary,Security,2021,0,False
Argentina,Security,2020,0,False
Eurasian Patent Organization,Security,2017,0,True
World Intellectual Property Organization (WIPO),Telecommunications,2023,1,False
Spain,Telecommunications,2022,5,False
Switzerland,Telecommunications,2016,0,True
Italy,Telecommunications,2017,4,True
Italy,Telecommunications,2023,1,False
United Kingdom,Telecommunications,2022,38,False
Belgium,Telecommunications,2022,0,False
Denmark,Transportation,2021,0,False
Lithuania,Transportation,2017,0,True
Portugal,Transportation,2017,1,True
Portugal,Transportation,2020,0,False
South Africa,Transportation,2018,0,True
Morocco,Transportation,2020,0,False
China (mainland),Transportation,2019,1776,True
Saudi Arabia,Transportation,2022,0,False
Russia,Transportation,2019,16,True
France,Transportation,2016,13,True
World Intellectual Property Organization (WIPO),Transportation,2017,0,True
Australia,Agriculture,2016,8,True
Australia,Agriculture,2021,57,False
Hungary,Agriculture,2016,0,True
Israel,Agriculture,2020,1,False
United States,Agriculture,2022,28,False
Spain,Agriculture,2019,6,True
Spain,Agriculture,2024,0,False
Canada,Agriculture,2019,22,True
Malaysia,All,2017,29,True
Peru,All,2021,1,False
Canada,All,2018,543,True
Singapore,All,2016,42,True
Australia,All,2016,207,True
Australia,All,2018,401,True
Australia,All,2020,679,False
Sweden,All,2022,19,False
Philippines,All,2017,1,True
Norway,All,2021,4,False
Argentina,All,2019,7,True
Switzerland,All,2018,2,True
Taiwan,All,2021,542,False
Ukraine,Banking and Finance,2016,0,True
Australia,Banking and Finance,2022,4,False
Singapore,Banking and Finance,2018,16,True
European Patent Organization,Banking and Finance,2016,3,True
Spain,Banking and Finance,2019,4,True
Japan,Banking and Finance,2018,73,True
Portugal,Banking and Finance,2017,0,True
Austria,Business,2018,0,True
Spain,Business,2022,1,False
China (mainland),Business,2016,317,True
India,Business,2019,1,True
Belgium,Business,2023,2,False
Czechia,Business,2019,0,True
Czechia,Business,2020,1,False
China (mainland),Energy Management,2020,1877,False
China (mainland),Energy Management,2025,109,False
Poland,Energy Management,2020,3,False
Philippines,Energy Management,2019,1,True
Malaysia,Energy Management,2016,0,True
South Korea,Energy Management,2017,100,True
Romania,Energy Management,2016,0,True
New Zealand,Energy Management,2016,0,True
New Zealand,Energy Management,2021,1,False
Saudi Arabia,Energy Management,2023,0,False
Germany,Industry and Manufacturing,2021,48,False
Greece,Industry and Manufacturing,2016,0,True
Japan,Industry and Manufacturing,2019,313,True
Mexico,Industry and Manufacturing,2018,10,True
Mexico,Industry and Manufacturing,2021,11,False
Taiwan,Industry and Manufacturing,2020,26,False
South Africa,Industry and Manufacturing,2019,0,True
Brazil,Life Sciences,2016,23,True
South Korea,Life Sciences,2023,259,False
Poland,Life Sciences,2021,2,False
Taiwan,Life Sciences,2016,11,True
Netherlands,Life Sciences,2024,1,False
Australia,Life Sciences,2017,89,True
Luxembourg,Life Sciences,2019,0,True
United Kingdom,Life Sciences,2020,39,False
World Intellectual Property Organization (WIPO),Life Sciences,2021,18,False
Germany,Life Sciences,2016,31,True
Finland,Life Sciences,2020,0,False
Austria,Personal Devices and Computing,2023,0,False
Bulgaria,Personal Devices and Computing,2023,4,False
Costa Rica,Personal Devices and Computing,2020,0,False
Brazil,Personal Devices and Computing,2016,21,True
Colombia,Physical Sciences and Engineering,2019,0,True
New Zealand,Physical Sciences and Engineering,2019,1,True
Austria,Physical Sciences and Engineering,2022,1,False
Russia,Physical Sciences and Engineering,2020,18,False
Bulgaria,Physical Sciences and Engineering,2020,0,False
Sweden,Security,2017,0,True
Uruguay,Security,2020,0,False
Germany,Security,2023,15,False
Denmark,Telecommunications,2020,9,False
Netherlands,Telecommunications,2017,0,True
Luxembourg,Telecommunications,2018,1,True
South Africa,Telecommunications,2022,0,False
Bulgaria,Telecommunications,2022,0,False
Lithuania,Telecommunications,2018,1,True
International Bureau of WIPO,Telecommunications,2017,2,True
Finland,Transportation,2023,0,False
Mexico,Transportation,2022,0,False
Japan,Transportation,2022,70,False
Czechia,Transportation,2018,1,True
India,Transportation,2016,4,True
France,Transportation,2019,31,True
World Intellectual Property Organization (WIPO),Transportation,2024,0,False
Luxembourg,Transportation,2022,0,False
Costa Rica,Transportation,2020,0,False
Israel,Transportation,2019,3,True
Serbia,Transportation,2021,0,False
Singapore,Agriculture,2020,0,False
Australia,Agriculture,2020,40,False
Slovenia,Agriculture,2018,1,True
Belgium,Agriculture,2016,0,True
Romania,Agriculture,2016,0,True
San Marino,Agriculture,2018,1,True
Czechia,Agriculture,2018,0,True
Norway,Agriculture,2023,2,False
Ireland,Agriculture,2016,0,True
New Zealand,Agriculture,2016,1,True
Malaysia,All,2019,18,True
Eurasian Patent Organization,All,2018,7,True
Netherlands,All,2024,9,False
Romania,All,2023,1,False
Turkey,All,2018,5,True
Turkey,All,2019,4,True
Turkey,All,2021,3,False
Ireland,All,2023,1,False
Hungary,Banking and Finance,2022,0,False
South Africa,Banking and Finance,2021,0,False
Norway,Banking and Finance,2019,1,True
European Patent Organization,Banking and Finance,2017,6,True
European Patent Organization,Banking and Finance,2019,20,True
Finland,Banking and Finance,2022,0,False
United Kingdom,Banking and Finance,2023,1,False
Philippines,Banking and Finance,2021,2,False
South Korea,Business,2021,893,False
Spain,Business,2021,4,False
Argentina,Business,2019,1,True
Greece,Business,2017,1,True
New Zealand,Business,2016,0,True
Morocco,Business,2019,2,True
India,Business,2017,32,True
Ukraine,Business,2016,0,True
China (mainland),Energy Management,2016,256,True
China (mainland),Energy Management,2018,641,True
Philippines,Energy Management,2022,0,False
Philippines,Energy Management,2023,0,False
Switzerland,Energy Management,2022,0,False
Colombia,Energy Management,2022,0,False
Slovakia,Energy Management,2023,0,False
Austria,Energy Management,2016,2,True
Australia,Energy Management,2019,16,True
Serbia,Energy Management,2017,0,True
Serbia,Energy Management,2021,0,False
Israel,Energy Management,2019,0,True
Turkey,Energy Management,2019,0,True
Taiwan,Energy Management,2021,6,False
European Patent Organization,Energy Management,2017,6,True
France,Energy Management,2019,5,True
Denmark,Industry and Manufacturing,2023,2,False
China (mainland),Industry and Manufacturing,2016,168,True
Spain,Industry and Manufacturing,2019,12,True
Portugal,Industry and Manufacturing,2019,1,True
South Korea,Industry and Manufacturing,2019,434,True
United States,Industry and Manufacturing,2021,269,False
Israel,Industry and Manufacturing,2020,1,False
Israel,Industry and Manufacturing,2022,0,False
Spain,Life Sciences,2018,32,True
Belgium,Life Sciences,2022,2,False
Peru,Life Sciences,2017,0,True
Czechia,Life Sciences,2023,0,False
Ireland,Life Sciences,2016,1,True
Japan,Life Sciences,2024,0,False
Portugal,Life Sciences,2018,2,True
Singapore,Life Sciences,2021,0,False
China (mainland),Life Sciences,2021,3091,False
Saudi Arabia,Personal Devices and Computing,2022,0,False
India,Personal Devices and Computing,2020,2,False
Serbia,Personal Devices and Computing,2021,0,False
Portugal,Personal Devices and Computing,2020,3,False
Philippines,Personal Devices and Computing,2016,1,True
Greece,Personal Devices and Computing,2016,2,True
Iran,Personal Devices and Computing,2018,1,True
Poland,Personal Devices and Computing,2021,3,False
Taiwan,Personal Devices and Computing,2016,30,True
Netherlands,Personal Devices and Computing,2023,4,False
Australia,Personal Devices and Computing,2016,110,True
Australia,Personal Devices and Computing,2020,267,False
Portugal,Physical Sciences and Engineering,2022,0,False
Spain,Physical Sciences and Engineering,2021,6,False
Poland,Physical Sciences and Engineering,2021,2,False
United States,Physical Sciences and Engineering,2024,3,False
Finland,Physical Sciences and Engineering,2022,1,False
Greece,Physical Sciences and Engineering,2020,0,False
New Zealand,Security,2018,1,True
Morocco,Security,2019,2,True
Lithuania,Security,2022,0,False
South Korea,Security,2016,49,True
South Korea,Security,2018,182,True
United Kingdom,Security,2019,22,True
Mexico,Security,2017,4,True
Chile,Security,2018,0,True
Brazil,Security,2020,1,False
Netherlands,Telecommunications,2020,1,False
World Intellectual Property Organization (WIPO),Telecommunications,2024,0,False
Spain,Telecommunications,2016,11,True
Slovakia,Telecommunications,2021,0,False
Russia,Telecommunications,2016,28,True
Czechia,Telecommunications,2021,0,False
Portugal,Telecommunications,2017,3,True
South Africa,Telecommunications,2017,0,True
Taiwan,Telecommunications,2024,0,False
Hungary,Telecommunications,2018,1,True
France,Telecommunications,2020,39,False
Hungary,Transportation,2018,0,True
Denmark,Transportation,2018,7,True
Canada,Transportation,2021,18,False
Belgium,Transportation,2019,0,True
Norway,Transportation,2022,2,False
India,Transportation,2018,11,True
World Intellectual Property Organization (WIPO),Transportation,2019,7,True
World Intellectual Property Organization (WIPO),Agriculture,2024,0,False
South Africa,Agriculture,2019,0,True
European Patent Organization,Agriculture,2024,0,False
Latvia,Agriculture,2020,0,False
South Korea,Agriculture,2023,27,False
Tunisia,Agriculture,2021,0,False
Canada,Agriculture,2021,9,False
Malaysia,Agriculture,2022,0,False
Malaysia,All,2018,22,True
United Kingdom,All,2016,130,True
Ukraine,All,2023,9,False
Denmark,All,2023,3,False
Spain,All,2023,15,False
Poland,All,2016,15,True
Mexico,Banking and Finance,2019,8,True
Greece,Banking and Finance,2020,0,False
Bulgaria,Banking and Finance,2017,0,True
United Kingdom,Banking and Finance,2022,3,False
Denmark,Banking and Finance,2022,0,False
Denmark,Banking and Finance,2023,0,False
Croatia,Banking and Finance,2020,0,False
Israel,Banking and Finance,2022,0,False
Malaysia,Banking and Finance,2022,0,False
Australia,Business,2022,5,False
World Intellectual Property Organization (WIPO),Business,2021,6,False
Belgium,Business,2016,0,True
Sweden,Energy Management,2018,1,True
United Kingdom,Energy Management,2021,5,False
Malaysia,Energy Management,2022,1,False
Austria,Energy Management,2019,2,True
Australia,Energy Management,2023,1,False
Denmark,Energy Management,2020,1,False
Germany,Energy Management,2020,21,False
Bulgaria,Energy Management,2022,0,False
International Bureau of WIPO,Energy Management,2016,0,True
World Intellectual Property Organization (WIPO),Energy Management,2022,2,False
United Kingdom,Industry and Manufacturing,2022,7,False
India,Industry and Manufacturing,2018,9,True
Finland,Industry and Manufacturing,2022,1,False
Bulgaria,Industry and Manufacturing,2017,0,True
Malaysia,Industry and Manufacturing,2020,0,False
Romania,Industry and Manufacturing,2017,0,True
Canada,Industry and Manufacturing,2020,42,False
Saudi Arabia,Life Sciences,2023,0,False
New Zealand,Life Sciences,2019,7,True
Philippines,Life Sciences,2023,0,False
Canada,Life Sciences,2021,91,False
