country,field,year,num_patent_applications,complete
Serbia,Personal Devices and Computing,2020,0,True
Saudi Arabia,Personal Devices and Computing,2018,0,True
United Kingdom,Personal Devices and Computing,2021,124,True
Colombia,Physical Sciences and Engineering,2017,1,True
Argentina,Physical Sciences and Engineering,2023,3,False
Canada,Physical Sciences and Engineering,2017,36,True
China (mainland),Physical Sciences and Engineering,2018,706,True
Denmark,Physical Sciences and Engineering,2019,3,True
Spain,Physical Sciences and Engineering,2019,9,True
Romania,Physical Sciences and Engineering,2022,1,False
Hungary,Physical Sciences and Engineering,2023,0,False
Hungary,Security,2017,0,True
Netherlands,Security,2017,0,True
South Korea,Security,2019,470,True
Luxembourg,Security,2019,2,True
Uruguay,Security,2017,0,True
Romania,Security,2016,0,True
Malaysia,Security,2021,0,True
San Marino,Telecommunications,2018,1,True
India,Telecommunications,2020,1,True
Saudi Arabia,Telecommunications,2023,0,False
Ukraine,Telecommunications,2016,0,True
Switzerland,Telecommunications,2017,0,True
Moldova,Telecommunications,2021,0,True
International Bureau of WIPO,Telecommunications,2019,0,True
Peru,Telecommunications,2023,0,False
Malaysia,Transportation,2017,3,True
Saudi Arabia,Transportation,2022,0,False
Ireland,Transportation,2021,0,True
Italy,Transportation,2017,6,True
South Korea,Transportation,2019,641,True
Hungary,Transportation,2016,2,True
Spain,Transportation,2019,8,True
Russia,Transportation,2016,14,True
Canada,Transportation,2019,30,True
Peru,Agriculture,2017,0,True
Germany,Agriculture,2024,1,False
Eurasian Patent Organization,Agriculture,2018,0,True
Sri Lanka,Agriculture,2016,0,True
Netherlands,Agriculture,2022,3,False
Bulgaria,Agriculture,2022,0,False
Greece,Agriculture,2020,1,True
Norway,Agriculture,2018,1,True
Norway,Agriculture,2021,1,True
Denmark,Agriculture,2023,2,False
Ireland,All,2018,2,True
Taiwan,All,2024,71,False
Serbia,All,2019,4,True
Luxembourg,All,2016,2,True
Netherlands,All,2017,5,True
South Korea,All,2021,9682,True
United States,All,2020,15291,True
Japan,Banking and Finance,2024,0,False
Saudi Arabia,Banking and Finance,2022,0,False
Germany,Banking and Finance,2020,20,True
South Africa,Banking and Finance,2017,1,True
Colombia,Banking and Finance,2021,0,True
Peru,Banking and Finance,2018,0,True
Luxembourg,Banking and Finance,2017,0,True
World Intellectual Property Organization (WIPO),Banking and Finance,2024,1,False
Cuba,Banking and Finance,2020,0,True
Austria,Banking and Finance,2019,0,True
Argentina,Business,2022,1,False
Netherlands,Business,2021,4,True
South Korea,Business,2023,975,False
Chile,Energy Management,2023,0,False
Netherlands,Energy Management,2018,0,True
Taiwan,Energy Management,2021,7,True
Slovakia,Energy Management,2023,0,False
South Africa,Energy Management,2020,0,True
Argentina,Energy Management,2018,0,True
World Intellectual Property Organization (WIPO),Energy Management,2017,0,True
Singapore,Energy Management,2019,1,True
Peru,Energy Management,2019,0,True
Lithuania,Energy Management,2020,1,True
Switzerland,Energy Management,2023,0,False
Japan,Energy Management,2016,46,True
South Korea,Industry and Manufacturing,2017,154,True
South Korea,Industry and Manufacturing,2021,580,True
Israel,Industry and Manufacturing,2016,1,True
Switzerland,Industry and Manufacturing,2021,2,True
Turkey,Industry and Manufacturing,2019,4,True
Sri Lanka,Industry and Manufacturing,2016,0,True
Serbia,Life Sciences,2016,0,True
Colombia,Life Sciences,2019,1,True
Jordan,Life Sciences,2021,0,True
Austria,Life Sciences,2017,3,True
Turkey,Life Sciences,2019,4,True
Bulgaria,Life Sciences,2021,0,True
Tunisia,Life Sciences,2022,0,False
United Kingdom,Life Sciences,2024,54,False
Chile,Life Sciences,2022,1,False
Switzerland,Life Sciences,2021,1,True
Israel,Personal Devices and Computing,2016,3,True
Hungary,Personal Devices and Computing,2021,1,True
Canada,Personal Devices and Computing,2017,192,True
Philippines,Personal Devices and Computing,2022,1,False
France,Personal Devices and Computing,2020,88,True
Netherlands,Physical Sciences and Engineering,2020,0,True
South Korea,Physical Sciences and Engineering,2018,174,True
New Zealand,Physical Sciences and Engineering,2017,1,True
Brazil,Physical Sciences and Engineering,2022,3,False
Luxembourg,Physical Sciences and Engineering,2023,3,False
Denmark,Physical Sciences and Engineering,2021,2,True
International Bureau of WIPO,Physical Sciences and Engineering,2019,0,True
Jordan,Physical Sciences and Engineering,2021,0,True
Finland,Physical Sciences and Engineering,2023,2,False
Turkey,Physical Sciences and Engineering,2024,0,False
Colombia,Security,2017,1,True
Philippines,Security,2021,1,True
Ireland,Security,2018,0,True
Netherlands,Security,2023,0,False
United States,Security,2017,679,True
Israel,Security,2024,0,False
Lithuania,Security,2019,0,True
Germany,Security,2023,31,False
European Patent Organization,Security,2016,9,True
Spain,Security,2017,1,True
Ukraine,Security,2024,0,False
Morocco,Security,2018,0,True
Chile,Security,2022,0,False
Switzerland,Security,2019,0,True
South Korea,Telecommunications,2016,208,True
India,Telecommunications,2018,40,True
United Kingdom,Telecommunications,2022,115,False
Italy,Telecommunications,2020,10,True
United States,Telecommunications,2021,3177,True
Hungary,Telecommunications,2019,1,True
Argentina,Telecommunications,2016,0,True
Belgium,Telecommunications,2016,0,True
South Africa,Transportation,2016,0,True
Taiwan,Transportation,2021,5,True
United Kingdom,Transportation,2017,39,True
Argentina,Transportation,2017,0,True
Lithuania,Transportation,2022,0,False
Serbia,Transportation,2018,1,True
Hungary,Transportation,2018,0,True
India,Transportation,2018,14,True
Romania,Transportation,2021,0,True
Japan,Transportation,2019,349,True
Czechia,Transportation,2019,0,True
Czechia,Transportation,2022,1,False
Russia,Agriculture,2017,5,True
Switzerland,Agriculture,2016,0,True
Chile,Agriculture,2017,0,True
United Kingdom,Agriculture,2016,2,True
United States,Agriculture,2023,38,False
World Intellectual Property Organization (WIPO),Agriculture,2021,20,True
Sweden,Agriculture,2018,4,True
Austria,Agriculture,2019,0,True
South Africa,Agriculture,2018,0,True
Ukraine,All,2024,6,False
Japan,All,2022,3876,False
South Africa,All,2023,98,False
World Intellectual Property Organization (WIPO),All,2022,1739,False
Morocco,All,2020,2,True
Colombia,All,2024,1,False
Slovakia,All,2023,7,False
Eurasian Patent Organization,All,2019,4,True
Malaysia,All,2018,24,True
Malaysia,All,2021,5,True
Taiwan,Banking and Finance,2020,8,True
Romania,Banking and Finance,2021,0,True
Argentina,Banking and Finance,2020,0,True
Slovakia,Banking and Finance,2024,0,False
International Bureau of WIPO,Banking and Finance,2017,0,True
Colombia,Banking and Finance,2017,0,True
Malaysia,Banking and Finance,2018,3,True
Canada,Business,2016,78,True
Taiwan,Business,2018,16,True
Italy,Business,2021,10,True
Sweden,Business,2023,4,False
Norway,Business,2023,1,False
Lithuania,Business,2016,0,True
Lithuania,Business,2020,0,True
Bulgaria,Business,2023,1,False
Slovenia,Energy Management,2018,1,True
Canada,Energy Management,2023,1,False
Romania,Energy Management,2017,0,True
International Bureau of WIPO,Energy Management,2016,0,True
New Zealand,Energy Management,2019,0,True
Ukraine,Energy Management,2022,0,False
Switzerland,Energy Management,2019,0,True
China (mainland),Energy Management,2022,6074,False
Portugal,Energy Management,2020,0,True
South Korea,Energy Management,2018,215,True
Hungary,Industry and Manufacturing,2022,2,False
Eurasian Patent Organization,Industry and Manufacturing,2016,0,True
Romania,Industry and Manufacturing,2019,0,True
Luxembourg,Industry and Manufacturing,2025,0,False
Ireland,Industry and Manufacturing,2018,0,True
United Kingdom,Industry and Manufacturing,2018,26,True
Spain,Industry and Manufacturing,2019,13,True
Denmark,Industry and Manufacturing,2020,2,True
Belgium,Industry and Manufacturing,2021,2,True
Belgium,Life Sciences,2016,0,True
Belgium,Life Sciences,2022,2,False
Serbia,Life Sciences,2017,0,True
Canada,Life Sciences,2016,104,True
Romania,Life Sciences,2017,0,True
Romania,Life Sciences,2019,0,True
Netherlands,Life Sciences,2024,1,False
Poland,Life Sciences,2017,4,True
United States,Life Sciences,2018,1936,True
Iran,Personal Devices and Computing,2018,1,True
China (mainland),Personal Devices and Computing,2023,51449,False
Morocco,Personal Devices and Computing,2016,2,True
Portugal,Personal Devices and Computing,2016,3,True
Indonesia,Personal Devices and Computing,2016,2,True
Mexico,Personal Devices and Computing,2018,34,True
United States,Personal Devices and Computing,2021,5994,True
Netherlands,Physical Sciences and Engineering,2016,0,True
Singapore,Physical Sciences and Engineering,2021,0,True
India,Physical Sciences and Engineering,2021,0,True
Russia,Physical Sciences and Engineering,2021,3,True
Sweden,Physical Sciences and Engineering,2023,2,False
Hungary,Physical Sciences and Engineering,2019,1,True
China (mainland),Security,2023,4598,False
Australia,Security,2022,30,False
Lithuania,Security,2016,1,True
Norway,Security,2017,0,True
Romania,Security,2018,0,True
San Marino,Security,2020,0,True
Japan,Security,2018,103,True
Japan,Security,2021,106,True
South Africa,Security,2016,1,True
India,Security,2017,12,True
New Zealand,Telecommunications,2020,2,True
India,Telecommunications,2021,0,True
Ukraine,Telecommunications,2022,0,False
European Patent Organization,Telecommunications,2024,1,False
Portugal,Telecommunications,2018,2,True
United Kingdom,Telecommunications,2020,73,True
Slovenia,Telecommunications,2023,0,False
South Africa,Telecommunications,2020,0,True
Sweden,Telecommunications,2019,4,True
Sweden,Telecommunications,2022,6,False
Oman,Transportation,2016,1,True
Luxembourg,Transportation,2021,1,True
Taiwan,Transportation,2019,7,True
Argentina,Transportation,2019,1,True
Serbia,Transportation,2021,0,True
Turkey,Transportation,2020,1,True
France,Transportation,2020,42,True
France,Transportation,2023,21,False
Colombia,Transportation,2021,0,True
San Marino,Transportation,2018,0,True
Switzerland,Transportation,2020,0,True
Bulgaria,Transportation,2020,0,True
Turkey,Agriculture,2018,1,True
Turkey,Agriculture,2022,5,False
New Zealand,Agriculture,2017,3,True
India,Agriculture,2016,3,True
Netherlands,Agriculture,2023,1,False
Argentina,Agriculture,2019,3,True
United Kingdom,Agriculture,2017,5,True
Romania,Agriculture,2024,0,False
Finland,Agriculture,2016,0,True
Mexico,Agriculture,2020,13,True
Denmark,Agriculture,2017,0,True
Ireland,All,2021,1,True
China (mainland),All,2020,66295,True
Italy,All,2022,75,False
United States,All,2022,8212,False
Philippines,All,2017,1,True
Uruguay,All,2020,1,True
Netherlands,Banking and Finance,2020,1,True
Mexico,Banking and Finance,2020,7,True
Brazil,Banking and Finance,2021,4,True
Argentina,Banking and Finance,2019,0,True
Belgium,Banking and Finance,2016,0,True
India,Banking and Finance,2022,0,False
World Intellectual Property Organization (WIPO),Banking and Finance,2022,42,False
Italy,Banking and Finance,2019,3,True
Austria,Banking and Finance,2018,0,True
Brazil,Business,2021,14,True
Netherlands,Business,2023,3,False
United States,Business,2019,1981,True
United States,Business,2021,1422,True
China (mainland),Business,2024,18638,False
Bulgaria,Business,2019,0,True
World Intellectual Property Organization (WIPO),Business,2018,27,True
Chile,Energy Management,2018,0,True
Ireland,Energy Management,2022,0,False
Taiwan,Energy Management,2022,7,False
Bulgaria,Energy Management,2023,0,False
Poland,Energy Management,2016,1,True
Poland,Energy Management,2021,2,True
Eurasian Patent Organization,Energy Management,2017,0,True
Lithuania,Energy Management,2016,0,True
Japan,Energy Management,2019,123,True
Sweden,Industry and Manufacturing,2017,1,True
Poland,Industry and Manufacturing,2018,3,True
South Africa,Industry and Manufacturing,2017,0,True
South Africa,Industry and Manufacturing,2018,0,True
Malaysia,Industry and Manufacturing,2021,1,True
Finland,Industry and Manufacturing,2021,5,True
Italy,Industry and Manufacturing,2023,7,False
European Patent Organization,Industry and Manufacturing,2018,25,True
Switzerland,Industry and Manufacturing,2022,1,False
Luxembourg,Industry and Manufacturing,2018,0,True
Norway,Industry and Manufacturing,2018,1,True
Slovenia,Industry and Manufacturing,2018,0,True
Spain,Industry and Manufacturing,2022,7,False
Australia,Industry and Manufacturing,2022,26,False
Germany,Industry and Manufacturing,2017,43,True
Germany,Industry and Manufacturing,2021,95,True
Argentina,Industry and Manufacturing,2018,1,True
Philippines,Industry and Manufacturing,2017,0,True
India,Life Sciences,2020,3,True
Peru,Life Sciences,2019,0,True
Malaysia,Life Sciences,2019,5,True
San Marino,Life Sciences,2018,1,True
Czechia,Life Sciences,2023,0,False
Greece,Life Sciences,2023,8,False
Israel,Life Sciences,2021,9,True
Israel,Life Sciences,2024,0,False
Chile,Life Sciences,2024,0,False
Cuba,Personal Devices and Computing,2020,0,True
Ireland,Personal Devices and Computing,2018,0,True
Ireland,Personal Devices and Computing,2023,0,False
Spain,Personal Devices and Computing,2023,6,False
Croatia,Personal Devices and Computing,2020,0,True
Argentina,Personal Devices and Computing,2020,1,True
Hungary,Personal Devices and Computing,2016,3,True
Serbia,Personal Devices and Computing,2019,0,True
Finland,Personal Devices and Computing,2020,17,True
Singapore,Physical Sciences and Engineering,2019,3,True
Greece,Physical Sciences and Engineering,2022,0,False
European Patent Organization,Physical Sciences and Engineering,2019,24,True
Slovenia,Physical Sciences and Engineering,2016,0,True
Brazil,Physical Sciences and Engineering,2021,11,True
India,Physical Sciences and Engineering,2019,0,True
South Africa,Physical Sciences and Engineering,2019,1,True
Mexico,Security,2016,6,True
Mexico,Security,2020,4,True
Belgium,Security,2021,1,True
Bulgaria,Security,2021,0,True
Portugal,Security,2018,1,True
France,Security,2021,10,True
Peru,Security,2020,1,True
Czechia,Security,2018,0,True
Malaysia,Security,2019,1,True
Jordan,Security,2021,1,True
Brazil,Security,2019,9,True
Switzerland,Security,2021,0,True
Switzerland,Security,2022,0,False
Canada,Security,2017,31,True
Lithuania,Telecommunications,2016,2,True
Jordan,Telecommunications,2021,0,True
Ukraine,Telecommunications,2021,0,True
Luxembourg,Telecommunications,2021,4,True
United Kingdom,Telecommunications,2019,82,True
United Kingdom,Telecommunications,2023,150,False
China (mainland),Telecommunications,2023,10522,False
Taiwan,Telecommunications,2016,14,True
Sweden,Telecommunications,2016,3,True
Sweden,Telecommunications,2020,8,True
Germany,Transportation,2021,187,True
Luxembourg,Transportation,2024,0,False
United Kingdom,Transportation,2018,45,True
Colombia,Transportation,2023,1,False
Mexico,Transportation,2018,9,True
Eurasian Patent Organization,Agriculture,2017,0,True
Spain,Agriculture,2020,7,True
Oman,Agriculture,2016,0,True
United Kingdom,Agriculture,2021,3,True
Czechia,Agriculture,2023,0,False
United States,Agriculture,2021,140,True
World Intellectual Property Organization (WIPO),Agriculture,2024,1,False
Slovakia,Agriculture,2020,0,True
China (mainland),Agriculture,2016,94,True
Peru,All,2017,1,True
Mexico,All,2018,89,True
Poland,All,2016,19,True
Poland,All,2020,23,True
Poland,All,2024,2,False
Panama,All,2016,2,True
Chile,All,2023,3,False
Luxembourg,All,2020,13,True
Lithuania,All,2016,3,True
European Patent Organization,All,2016,153,True
Croatia,All,2018,3,True
France,All,2022,287,False
Israel,All,2021,27,True
Australia,All,2022,513,False
Bulgaria,Banking and Finance,2021,0,True
China (mainland),Banking and Finance,2021,2301,True
Japan,Banking and Finance,2022,63,False
Taiwan,Banking and Finance,2024,1,False
Denmark,Banking and Finance,2016,0,True
Serbia,Banking and Finance,2021,0,True
Czechia,Banking and Finance,2022,0,False
Saudi Arabia,Banking and Finance,2018,1,True
Colombia,Banking and Finance,2024,0,False
World Intellectual Property Organization (WIPO),Banking and Finance,2017,1,True
Australia,Banking and Finance,2017,19,True
United Kingdom,Business,2024,21,False
Philippines,Business,2016,0,True
Finland,Business,2017,1,True
Netherlands,Business,2018,0,True
Austria,Business,2018,0,True
Croatia,Business,2018,0,True
Morocco,Business,2017,1,True
Denmark,Business,2016,1,True
Netherlands,Energy Management,2022,5,False
Slovakia,Energy Management,2021,0,True
Malaysia,Energy Management,2017,1,True
European Patent Organization,Energy Management,2016,8,True
European Patent Organization,Energy Management,2021,51,True
Brazil,Energy Management,2020,2,True
United Kingdom,Energy Management,2018,10,True
United Kingdom,Energy Management,2021,13,True
United States,Industry and Manufacturing,2017,365,True
Malaysia,Industry and Manufacturing,2020,0,True
South Korea,Industry and Manufacturing,2023,314,False
Israel,Industry and Manufacturing,2023,1,False
Luxembourg,Industry and Manufacturing,2022,5,False
World Intellectual Property Organization (WIPO),Industry and Manufacturing,2017,0,True
Serbia,Industry and Manufacturing,2016,0,True
Costa Rica,Industry and Manufacturing,2020,1,True
Philippines,Industry and Manufacturing,2019,3,True
Morocco,Life Sciences,2017,0,True
Finland,Life Sciences,2018,12,True
Malaysia,Life Sciences,2018,2,True
Mexico,Life Sciences,2023,0,False
Ukraine,Life Sciences,2017,0,True
China (mainland),Life Sciences,2016,600,True
Czechia,Life Sciences,2022,0,False
Ireland,Life Sciences,2016,1,True
World Intellectual Property Organization (WIPO),Life Sciences,2018,52,True
Greece,Life Sciences,2017,1,True
United States,Life Sciences,2016,912,True
Norway,Personal Devices and Computing,2020,3,True
Russia,Personal Devices and Computing,2018,100,True
Azerbaijan,Personal Devices and Computing,2018,1,True
Sweden,Personal Devices and Computing,2016,4,True
Colombia,Personal Devices and Computing,2022,1,False
Hungary,Personal Devices and Computing,2020,2,True
Turkey,Personal Devices and Computing,2016,0,True
Brazil,Personal Devices and Computing,2020,42,True
Germany,Personal Devices and Computing,2016,73,True
Oman,Physical Sciences and Engineering,2016,0,True
Netherlands,Physical Sciences and Engineering,2018,0,True
Belgium,Physical Sciences and Engineering,2019,0,True
Ukraine,Physical Sciences and Engineering,2021,0,True
Tunisia,Physical Sciences and Engineering,2020,0,True
South Korea,Physical Sciences and Engineering,2017,80,True
Colombia,Physical Sciences and Engineering,2022,1,False
Philippines,Physical Sciences and Engineering,2018,1,True
Philippines,Physical Sciences and Engineering,2019,2,True
Slovenia,Physical Sciences and Engineering,2019,0,True
China (mainland),Physical Sciences and Engineering,2017,332,True
South Africa,Physical Sciences and Engineering,2022,0,False
South Africa,Physical Sciences and Engineering,2024,0,False
Panama,Physical Sciences and Engineering,2016,0,True
Spain,Physical Sciences and Engineering,2016,5,True
Lithuania,Physical Sciences and Engineering,2022,0,False
Ireland,Physical Sciences and Engineering,2021,0,True
Norway,Physical Sciences and Engineering,2021,1,True
Indonesia,Physical Sciences and Engineering,2016,0,True
China (mainland),Security,2022,3084,False
China (mainland),Security,2024,6136,False
Philippines,Security,2023,0,False
Australia,Security,2018,39,True
United Kingdom,Security,2022,30,False
New Zealand,Security,2017,1,True
Ukraine,Security,2021,0,True
Turkey,Security,2019,0,True
India,Security,2022,0,False
Denmark,Telecommunications,2021,5,True
Slovakia,Telecommunications,2020,0,True
Slovakia,Telecommunications,2023,0,False
Philippines,Telecommunications,2018,1,True
Philippines,Telecommunications,2021,6,True
Croatia,Telecommunications,2019,0,True
South Korea,Transportation,2017,210,True
Philippines,Transportation,2022,0,False
France,Transportation,2022,42,False
Portugal,Transportation,2022,0,False
Canada,Transportation,2021,37,True
Canada,Transportation,2022,14,False
Spain,Agriculture,2022,1,False
Japan,Agriculture,2016,17,True
Romania,Agriculture,2020,0,True
Greece,Agriculture,2024,0,False
Mexico,Agriculture,2024,0,False
Saudi Arabia,Agriculture,2021,0,True
Morocco,Agriculture,2018,1,True
Malaysia,Agriculture,2016,0,True
China (mainland),All,2018,27647,True
Mexico,All,2021,134,True
Ukraine,All,2022,2,False
Finland,All,2019,37,True
India,All,2019,11,True
Italy,All,2023,34,False
Norway,All,2020,8,True
Slovenia,All,2023,1,False
World Intellectual Property Organization (WIPO),All,2020,979,True
Slovakia,All,2024,3,False
Australia,All,2023,290,False
Sweden,Banking and Finance,2018,2,True
Japan,Banking and Finance,2023,16,False
Finland,Banking and Finance,2018,0,True
Romania,Banking and Finance,2019,0,True
Portugal,Banking and Finance,2017,0,True
Portugal,Banking and Finance,2020,0,True
Singapore,Banking and Finance,2018,19,True
Germany,Banking and Finance,2021,30,True
Hungary,Banking and Finance,2016,2,True
Poland,Banking and Finance,2018,0,True
France,Business,2021,15,True
Turkey,Business,2023,14,False
India,Business,2018,50,True
Israel,Business,2016,0,True
United States,Business,2022,862,False
United States,Business,2023,322,False
China (mainland),Business,2016,802,True
New Zealand,Business,2017,3,True
Portugal,Business,2023,0,False
Romania,Energy Management,2021,1,True
Romania,Energy Management,2023,0,False
Belgium,Energy Management,2023,0,False
Turkey,Energy Management,2021,1,True
France,Energy Management,2017,5,True
India,Energy Management,2021,0,True
United States,Energy Management,2021,267,True
United States,Energy Management,2022,181,False
Colombia,Energy Management,2019,0,True
Austria,Energy Management,2018,3,True
Poland,Industry and Manufacturing,2024,1,False
Finland,Industry and Manufacturing,2016,1,True
Russia,Industry and Manufacturing,2019,6,True
Turkey,Industry and Manufacturing,2022,3,False
Peru,Industry and Manufacturing,2020,3,True
Luxembourg,Industry and Manufacturing,2023,5,False
Slovakia,Industry and Manufacturing,2021,2,True
Ireland,Industry and Manufacturing,2021,0,True
Chile,Industry and Manufacturing,2019,0,True
France,Industry and Manufacturing,2022,10,False
Denmark,Industry and Manufacturing,2023,2,False
New Zealand,Industry and Manufacturing,2016,0,True
Austria,Industry and Manufacturing,2024,0,False
Philippines,Industry and Manufacturing,2020,0,True
Belgium,Life Sciences,2018,1,True
Peru,Life Sciences,2017,0,True
Colombia,Life Sciences,2024,0,False
Malaysia,Life Sciences,2017,6,True
Argentina,Life Sciences,2023,2,False
Lithuania,Life Sciences,2018,5,True
Azerbaijan,Life Sciences,2018,0,True
Greece,Life Sciences,2020,0,True
United States,Life Sciences,2017,1384,True
Uruguay,Personal Devices and Computing,2022,0,False
Moldova,Personal Devices and Computing,2021,1,True
Colombia,Personal Devices and Computing,2019,0,True
European Patent Organization,Personal Devices and Computing,2017,154,True
Belgium,Personal Devices and Computing,2016,1,True
New Zealand,Personal Devices and Computing,2019,5,True
Turkey,Personal Devices and Computing,2020,11,True
India,Personal Devices and Computing,2019,8,True
India,Personal Devices and Computing,2022,0,False
Brazil,Personal Devices and Computing,2018,65,True
France,Personal Devices and Computing,2018,80,True
United States,Personal Devices and Computing,2020,8099,True
Colombia,Physical Sciences and Engineering,2019,0,True
Switzerland,Physical Sciences and Engineering,2023,0,False
Taiwan,Physical Sciences and Engineering,2022,11,False
Lithuania,Physical Sciences and Engineering,2016,0,True
Finland,Physical Sciences and Engineering,2016,1,True
Japan,Physical Sciences and Engineering,2017,53,True
Saudi Arabia,Security,2023,0,False
Belgium,Security,2020,0,True
Russia,Security,2017,17,True
Turkey,Security,2021,7,True
Eurasian Patent Organization,Security,2016,1,True
Switzerland,Telecommunications,2020,0,True
Spain,Telecommunications,2024,1,False
Argentina,Telecommunications,2018,0,True
Australia,Telecommunications,2020,168,True
Sri Lanka,Transportation,2016,0,True
Norway,Transportation,2017,2,True
Slovenia,Transportation,2018,0,True
Hungary,Transportation,2022,0,False
Sweden,Transportation,2023,3,False
Croatia,Transportation,2020,0,True
Colombia,Transportation,2019,0,True
Ukraine,Transportation,2018,0,True
Japan,Transportation,2016,271,True
Japan,Transportation,2022,121,False
Switzerland,Agriculture,2019,0,True
Germany,Agriculture,2019,15,True
Luxembourg,Agriculture,2017,0,True
Luxembourg,Agriculture,2020,1,True
Ukraine,Agriculture,2019,0,True
Poland,Agriculture,2024,1,False
China (mainland),Agriculture,2017,204,True
Denmark,Agriculture,2018,2,True
Saudi Arabia,All,2023,1,False
Taiwan,All,2021,670,True
Austria,All,2019,6,True
Canada,All,2022,642,False
European Patent Organization,All,2017,345,True
France,All,2019,221,True
Sweden,Banking and Finance,2023,1,False
France,Banking and Finance,2018,12,True
Germany,Banking and Finance,2019,22,True
South Africa,Banking and Finance,2020,0,True
South Africa,Banking and Finance,2022,0,False
European Patent Organization,Banking and Finance,2021,30,True
Peru,Banking and Finance,2016,0,True
India,Banking and Finance,2017,14,True
Israel,Banking and Finance,2023,0,False
Costa Rica,Banking and Finance,2020,0,True
India,Business,2020,0,True
Japan,Business,2024,2,False
Iran,Business,2018,0,True
South Africa,Business,2021,0,True
Jordan,Business,2019,0,True
Israel,Energy Management,2024,0,False
Greece,Energy Management,2019,1,True
Greece,Energy Management,2021,1,True
Finland,Energy Management,2020,1,True
Brazil,Energy Management,2019,8,True
France,Energy Management,2021,14,True
Costa Rica,Energy Management,2019,0,True
Morocco,Energy Management,2021,1,True
Spain,Energy Management,2020,7,True
Hungary,Energy Management,2022,0,False
Canada,Industry and Manufacturing,2022,27,False
Poland,Industry and Manufacturing,2016,1,True
Poland,Industry and Manufacturing,2019,4,True
Japan,Industry and Manufacturing,2024,3,False
European Patent Organization,Industry and Manufacturing,2024,0,False
Turkey,Industry and Manufacturing,2023,1,False
Taiwan,Industry and Manufacturing,2019,23,True
Morocco,Industry and Manufacturing,2018,1,True
Colombia,Industry and Manufacturing,2019,0,True
Netherlands,Industry and Manufacturing,2018,0,True
Spain,Industry and Manufacturing,2021,13,True
Portugal,Industry and Manufacturing,2017,1,True
Australia,Industry and Manufacturing,2019,33,True
Costa Rica,Industry and Manufacturing,2019,0,True
Austria,Industry and Manufacturing,2017,0,True
Philippines,Industry and Manufacturing,2021,0,True
Sweden,Life Sciences,2024,0,False
Canada,Life Sciences,2017,142,True
India,Life Sciences,2017,34,True
Finland,Life Sciences,2022,4,False
Luxembourg,Life Sciences,2021,3,True
United Kingdom,Life Sciences,2019,63,True
Brazil,Life Sciences,2019,57,True
Czechia,Personal Devices and Computing,2021,0,True
Luxembourg,Personal Devices and Computing,2019,5,True
South Africa,Personal Devices and Computing,2020,2,True
Peru,Personal Devices and Computing,2017,1,True
Hungary,Personal Devices and Computing,2017,6,True
Belgium,Personal Devices and Computing,2018,3,True
Canada,Personal Devices and Computing,2019,317,True
International Bureau of WIPO,Personal Devices and Computing,2017,8,True
United States,Personal Devices and Computing,2016,3299,True
United States,Personal Devices and Computing,2024,81,False
Estonia,Physical Sciences and Engineering,2022,0,False
European Patent Organization,Physical Sciences and Engineering,2017,6,True
World Intellectual Property Organization (WIPO),Physical Sciences and Engineering,2018,5,True
Argentina,Physical Sciences and Engineering,2017,1,True
Germany,Physical Sciences and Engineering,2017,16,True
Jordan,Physical Sciences and Engineering,2017,0,True
Romania,Physical Sciences and Engineering,2021,0,True
France,Physical Sciences and Engineering,2017,4,True
Costa Rica,Security,2020,0,True
Netherlands,Security,2020,1,True
Sweden,Security,2019,1,True
Taiwan,Security,2022,7,False
Greece,Security,2018,0,True
Greece,Security,2020,0,True
Morocco,Security,2021,0,True
Jordan,Security,2019,0,True
Eurasian Patent Organization,Security,2019,1,True
Ukraine,Telecommunications,2019,0,True
Portugal,Telecommunications,2022,1,False
Norway,Telecommunications,2020,1,True
Taiwan,Telecommunications,2019,49,True
Sweden,Telecommunications,2023,2,False
World Intellectual Property Organization (WIPO),Transportation,2021,36,True
United Kingdom,Transportation,2019,39,True
China (mainland),Transportation,2018,1099,True
Morocco,Transportation,2020,0,True
Peru,Transportation,2020,1,True
Norway,Transportation,2016,0,True
Indonesia,Transportation,2016,0,True
Philippines,Transportation,2021,0,True
European Patent Organization,Transportation,2023,51,False
Turkey,Transportation,2023,4,False
Chile,Transportation,2023,0,False
Romania,Transportation,2019,0,True
Netherlands,Transportation,2022,3,False
Greece,Transportation,2019,0,True
Luxembourg,Agriculture,2023,3,False
Chile,Agriculture,2022,0,False
International Bureau of WIPO,Agriculture,2016,0,True
Taiwan,Agriculture,2019,7,True
Poland,Agriculture,2022,0,False
Hungary,Agriculture,2022,0,False
Canada,Agriculture,2022,15,False
South Korea,Agriculture,2022,232,False
Denmark,Agriculture,2020,2,True
Switzerland,All,2023,1,False
Japan,All,2020,4279,True
Netherlands,All,2023,26,False
European Patent Organization,All,2020,1120,True
European Patent Organization,All,2024,2,False
France,All,2023,172,False
Thailand,All,2017,1,True
Philippines,Banking and Finance,2016,0,True
Bulgaria,Banking and Finance,2018,0,True
San Marino,Banking and Finance,2018,0,True
Japan,Banking and Finance,2019,101,True
Japan,Banking and Finance,2020,89,True
Taiwan,Banking and Finance,2018,6,True
Romania,Banking and Finance,2017,0,True
Brazil,Banking and Finance,2018,5,True
World Intellectual Property Organization (WIPO),Banking and Finance,2016,0,True
