country,field,year,num_articles,complete
Barbados,Robotics,2023,2,True
Algeria,Robotics,2019,101,True
Belarus,Robotics,2024,19,True
Cuba,Robotics,2024,2,True
Austria,Robotics,2018,235,True
Quad,Robotics,2017,10169,True
Japan,Robotics,2022,3170,True
Africa,Robotics,2017,431,True
Kenya,Robotics,2022,12,True
France,Robotics,2016,1038,True
Sudan,Robotics,2017,11,True
Finland,Robotics,2025,121,False
Lebanon,Robotics,2021,39,True
South Africa,Robotics,2016,50,True
South Africa,Robotics,2022,74,True
Tanzania,Robotics,2021,5,True
Grenada,Robotics,2018,3,True
Germany,Robotics,2018,2055,True
EU,Robotics,2019,8518,True
Asia,Robotics,2021,22064,True
Ireland,Robotics,2016,53,True
Ireland,Robotics,2024,132,True
Jordan,AI Safety,2023,19,True
OECD,AI Safety,2016,1140,True
Spain,AI Safety,2020,89,True
NATO,AI Safety,2020,3961,True
Ethiopia,AI Safety,2023,2,True
Denmark,AI Safety,2017,10,True
Malaysia,AI Safety,2020,11,True
Ukraine,AI Safety,2019,2,True
Israel,AI Safety,2024,56,True
Czechia,AI Safety,2020,22,True
North Macedonia,AI Safety,2020,2,True
Thailand,AI Safety,2025,19,False
Estonia,AI Safety,2020,1,True
Lithuania,AI Safety,2024,5,True
Luxembourg,AI Safety,2025,10,False
Mexico,AI Safety,2023,19,True
Canada,AI Safety,2018,120,True
Netherlands,AI Safety,2022,148,True
Ghana,AI Safety,2018,2,True
Nepal,AI Safety,2021,1,True
Argentina,AI Safety,2016,3,True
Pakistan,AI Safety,2019,9,True
Qatar,AI Safety,2016,2,True
Kazakhstan,AI Safety,2018,1,True
Iran,All,2018,1664,True
Papua New Guinea,All,2024,19,True
Uganda,All,2024,141,True
Belarus,All,2017,56,True
Djibouti,All,2024,1,True
Italy,All,2019,5451,True
Netherlands,All,2026,1,False
Finland,All,2019,1134,True
Guyana,All,2020,1,True
Yemen,All,2019,71,True
Yemen,All,2023,200,True
Venezuela,All,2022,45,True
Somalia,All,2022,4,True
Slovenia,All,2023,424,True
Zambia,All,2025,12,False
Benin,All,2019,10,True
Zimbabwe,All,2025,27,False
OECD,All,2025,90152,False
China (mainland),All,2024,115827,True
Switzerland,All,2025,2071,False
Pakistan,All,2016,651,True
Ethiopia,All,2023,409,True
Mauritania,All,2018,1,True
Timor-Leste,All,2022,3,True
Nigeria,All,2017,225,True
Nigeria,All,2020,544,True
Taiwan,All,2023,4093,True
El Salvador,All,2022,19,True
Fiji,All,2024,36,True
Trinidad and Tobago,All,2020,21,True
EU,All,2024,53070,True
Ireland,All,2022,1113,True
Georgia,All,2016,14,True
South and Central America,All,2020,6010,True
Burkina Faso,All,2025,22,False
Oceania,All,2016,3528,True
Egypt,All,2024,2382,True
Taiwan,Computer Vision,2024,1375,True
Slovakia,Computer Vision,2020,72,True
Belgium,Computer Vision,2020,372,True
Philippines,Computer Vision,2016,45,True
Asia,Computer Vision,2016,21335,True
Grenada,Computer Vision,2024,1,True
Italy,Computer Vision,2017,906,True
Costa Rica,Computer Vision,2025,5,False
Slovenia,Computer Vision,2019,63,True
Niger,Computer Vision,2022,1,True
Netherlands,Computer Vision,2018,500,True
Netherlands,Computer Vision,2022,808,True
Albania,Computer Vision,2019,6,True
Saudi Arabia,Computer Vision,2016,203,True
Cuba,Computer Vision,2022,11,True
Congo,Computer Vision,2024,3,True
Oman,Computer Vision,2025,65,False
OECD,Computer Vision,2016,17601,True
OECD,Computer Vision,2021,35527,True
Luxembourg,Computer Vision,2023,52,True
China (mainland),Computer Vision,2020,23378,True
Bahrain,Computer Vision,2025,17,False
Global Partnership on Artificial Intelligence,Computer Vision,2023,51065,True
Greece,Computer Vision,2017,186,True
Japan,Computer Vision,2022,2757,True
Jordan,Computer Vision,2020,80,True
Kazakhstan,Computer Vision,2022,76,True
Syria,Computer Vision,2022,17,True
Burkina Faso,Computer Vision,2023,4,True
Côte d'Ivoire,Computer Vision,2017,5,True
Côte d'Ivoire,Computer Vision,2023,12,True
United Arab Emirates,Computer Vision,2023,731,True
Norway,Computer Vision,2021,430,True
Indonesia,Computer Vision,2019,1077,True
Indonesia,Computer Vision,2021,1465,True
Czechia,Computer Vision,2019,244,True
Romania,Large language models,2017,2,True
Netherlands,Large language models,2024,271,True
Sri Lanka,Large language models,2022,15,True
India,Large language models,2022,609,True
New Zealand,Large language models,2024,68,True
Kyrgyzstan,Large language models,2024,1,True
Belgium,Large language models,2022,81,True
South Africa,Large language models,2017,2,True
United States,Large language models,2018,900,True
Pakistan,Large language models,2020,20,True
Denmark,Large language models,2017,8,True
Qatar,Large language models,2025,42,False
Italy,Large language models,2020,118,True
Côte d'Ivoire,Large language models,2025,1,False
Sweden,Large language models,2022,91,True
Cyprus,Large language models,2018,2,True
Cyprus,Large language models,2024,17,True
Argentina,Large language models,2018,3,True
Argentina,Large language models,2020,6,True
Portugal,Large language models,2016,2,True
Uzbekistan,Natural Language Processing,2023,70,True
Qatar,Natural Language Processing,2017,75,True
Japan,Natural Language Processing,2020,874,True
Ecuador,Natural Language Processing,2021,19,True
Montenegro,Natural Language Processing,2020,6,True
El Salvador,Natural Language Processing,2019,1,True
New Zealand,Natural Language Processing,2023,90,True
Croatia,Natural Language Processing,2022,42,True
Iraq,Natural Language Processing,2021,86,True
Iraq,Natural Language Processing,2023,187,True
France,Natural Language Processing,2023,828,True
Ireland,Natural Language Processing,2016,146,True
Venezuela,Natural Language Processing,2021,6,True
Romania,Natural Language Processing,2016,103,True
Syria,Natural Language Processing,2016,2,True
China (mainland),Natural Language Processing,2024,7238,True
United States,Natural Language Processing,2022,5089,True
Argentina,Natural Language Processing,2017,27,True
Afghanistan,Natural Language Processing,2021,2,True
Costa Rica,Natural Language Processing,2020,4,True
Indonesia,Natural Language Processing,2016,145,True
Uganda,Natural Language Processing,2022,6,True
Spain,Natural Language Processing,2018,453,True
South Korea,Natural Language Processing,2019,312,True
Nigeria,Natural Language Processing,2020,49,True
Lithuania,Natural Language Processing,2025,12,False
Libya,Natural Language Processing,2017,1,True
Libya,Natural Language Processing,2020,7,True
Bosnia and Herzegovina,Natural Language Processing,2021,16,True
Iran,Natural Language Processing,2016,80,True
Cyprus,Robotics,2016,24,True
Thailand,Robotics,2016,96,True
Botswana,Robotics,2024,2,True
Oceania,Robotics,2021,957,True
Bolivia,Robotics,2025,2,False
Indonesia,Robotics,2024,402,True
Kazakhstan,Robotics,2023,85,True
Pakistan,Robotics,2018,130,True
Five Eyes,Robotics,2026,13,False
Japan,Robotics,2020,3235,True
Japan,Robotics,2021,3157,True
Vietnam,Robotics,2019,135,True
Serbia,Robotics,2023,65,True
Chile,Robotics,2020,63,True
France,Robotics,2021,1131,True
North Korea,Robotics,2018,1,True
Grenada,Robotics,2023,2,True
Kosovo,Robotics,2019,7,True
Kosovo,Robotics,2020,1,True
Mexico,Robotics,2019,383,True
New Zealand,Robotics,2024,84,True
New Zealand,Robotics,2025,65,False
Malaysia,Robotics,2022,344,True
Global Partnership on Artificial Intelligence,AI Safety,2022,3916,True
Quad,AI Safety,2020,2895,True
Australia,AI Safety,2023,263,True
Austria,AI Safety,2022,55,True
Sweden,AI Safety,2017,38,True
Sweden,AI Safety,2019,54,True
Azerbaijan,AI Safety,2022,1,True
Papua New Guinea,AI Safety,2025,1,False
Indonesia,AI Safety,2020,7,True
Lebanon,AI Safety,2022,6,True
Kuwait,AI Safety,2020,1,True
Kuwait,AI Safety,2025,4,False
Fiji,AI Safety,2025,1,False
Serbia,AI Safety,2017,3,True
Lebanon,All,2018,200,True
Cambodia,All,2024,45,True
Brunei Darussalam,All,2021,52,True
Tanzania,All,2016,10,True
Five Eyes,All,2025,48936,False
Jamaica,All,2020,4,True
Mozambique,All,2019,5,True
Algeria,All,2021,803,True
Malaysia,All,2021,3228,True
Venezuela,All,2019,63,True
Congo,All,2023,35,True
Poland,All,2022,2121,True
Slovenia,All,2025,255,False
Belize,All,2019,1,True
Belize,All,2020,3,True
Malta,All,2025,52,False
Latvia,All,2025,91,False
Gambia,All,2019,1,True
Lithuania,All,2025,179,False
Syria,All,2017,10,True
Congo,All,2020,2,True
Bangladesh,All,2021,2012,True
San Marino,All,2017,1,True
Oman,All,2018,73,True
Spain,All,2026,2,False
Morocco,All,2020,918,True
Azerbaijan,All,2022,90,True
Trinidad and Tobago,All,2023,33,True
Uruguay,All,2022,66,True
Austria,All,2018,1154,True
Moldova,All,2025,9,False
Vietnam,All,2020,1425,True
Cuba,All,2017,73,True
Bhutan,All,2021,11,True
Saint Vincent and the Grenadines,All,2023,1,True
Taiwan,Computer Vision,2017,606,True
Tunisia,Computer Vision,2025,151,False
Russia,Computer Vision,2016,358,True
Belarus,Computer Vision,2021,41,True
Pakistan,Computer Vision,2022,1070,True
Pakistan,Computer Vision,2023,1138,True
Uruguay,Computer Vision,2018,9,True
Ethiopia,Computer Vision,2018,17,True
Egypt,Computer Vision,2019,340,True
Myanmar,Computer Vision,2017,19,True
Kenya,Computer Vision,2022,47,True
Bosnia and Herzegovina,Computer Vision,2023,27,True
Peru,Computer Vision,2019,88,True
Slovenia,Computer Vision,2022,73,True
Benin,Computer Vision,2016,5,True
Saudi Arabia,Computer Vision,2025,1083,False
Estonia,Computer Vision,2017,22,True
Qatar,Computer Vision,2018,65,True
India,Computer Vision,2023,16408,True
United Kingdom,Computer Vision,2018,2312,True
Switzerland,Computer Vision,2023,1064,True
Sudan,Computer Vision,2017,28,True
Sudan,Computer Vision,2020,25,True
Global Partnership on Artificial Intelligence,Computer Vision,2016,21478,True
Africa,Computer Vision,2022,2538,True
Brunei Darussalam,Computer Vision,2016,7,True
Morocco,Computer Vision,2021,258,True
United States,Computer Vision,2021,11933,True
United States,Computer Vision,2025,6572,False
Thailand,Computer Vision,2025,288,False
Togo,Computer Vision,2020,2,True
Norway,Computer Vision,2024,426,True
Jordan,Large language models,2025,47,False
Albania,Large language models,2025,2,False
Estonia,Large language models,2024,11,True
Sri Lanka,Large language models,2020,5,True
North America and the Caribbean,Large language models,2023,5852,True
Asia,Large language models,2025,14006,False
Montenegro,Large language models,2025,2,False
South and Central America,Large language models,2020,60,True
India,Large language models,2024,1313,True
Australia,Large language models,2016,16,True
Indonesia,Large language models,2017,4,True
Lithuania,Large language models,2022,4,True
Lebanon,Large language models,2021,5,True
Belgium,Large language models,2018,18,True
Belgium,Large language models,2024,102,True
Bulgaria,Large language models,2020,5,True
South Africa,Large language models,2022,23,True
Israel,Large language models,2017,21,True
United States,Large language models,2025,3793,False
Armenia,Large language models,2023,2,True
Qatar,Large language models,2017,7,True
Qatar,Large language models,2021,19,True
Iran,Large language models,2022,69,True
Egypt,Large language models,2025,90,False
Morocco,Large language models,2018,3,True
United Arab Emirates,Large language models,2020,21,True
Kenya,Large language models,2023,9,True
Hungary,Natural Language Processing,2025,42,False
Greece,Natural Language Processing,2017,85,True
Egypt,Natural Language Processing,2016,74,True
Rwanda,Natural Language Processing,2023,6,True
Ecuador,Natural Language Processing,2019,13,True
Belarus,Natural Language Processing,2017,7,True
El Salvador,Natural Language Processing,2018,1,True
Tajikistan,Natural Language Processing,2023,1,True
Ukraine,Natural Language Processing,2016,42,True
Papua New Guinea,Natural Language Processing,2025,1,False
South and Central America,Natural Language Processing,2025,230,False
Ireland,Natural Language Processing,2018,157,True
Venezuela,Natural Language Processing,2023,1,True
Asia,Natural Language Processing,2024,16689,True
Israel,Natural Language Processing,2019,234,True
Lebanon,Natural Language Processing,2022,15,True
Norway,Natural Language Processing,2019,126,True
Iceland,Natural Language Processing,2021,5,True
Albania,Natural Language Processing,2016,5,True
Benin,Natural Language Processing,2017,1,True
United States,Natural Language Processing,2017,3093,True
Switzerland,Natural Language Processing,2022,357,True
Switzerland,Natural Language Processing,2024,339,True
Thailand,Natural Language Processing,2021,121,True
India,Natural Language Processing,2018,1540,True
ASEAN,Natural Language Processing,2020,1186,True
Senegal,Natural Language Processing,2022,5,True
Bulgaria,Natural Language Processing,2016,26,True
Brazil,Natural Language Processing,2024,226,True
Saudi Arabia,Natural Language Processing,2025,310,False
Libya,Natural Language Processing,2019,6,True
Canada,Robotics,2017,853,True
Canada,Robotics,2024,1115,True
Singapore,Robotics,2025,448,False
Bahrain,Robotics,2024,11,True
Israel,Robotics,2018,127,True
Saudi Arabia,Robotics,2016,69,True
Honduras,Robotics,2022,18,True
Cape Verde,Robotics,2017,1,True
Iraq,Robotics,2023,170,True
Oceania,Robotics,2023,898,True
Ukraine,Robotics,2019,167,True
Jamaica,Robotics,2024,1,True
Brazil,Robotics,2025,299,False
Austria,Robotics,2016,210,True
Quad,Robotics,2018,11208,True
Malta,Robotics,2018,10,True
Kenya,Robotics,2021,7,True
France,Robotics,2024,1220,True
Kuwait,Robotics,2021,13,True
Kuwait,Robotics,2022,17,True
Kosovo,Robotics,2021,2,True
Cameroon,Robotics,2016,1,True
Russia,Robotics,2023,811,True
Netherlands,Robotics,2019,511,True
Egypt,Robotics,2019,157,True
Egypt,Robotics,2020,194,True
Bosnia and Herzegovina,Robotics,2021,20,True
Sri Lanka,Robotics,2025,28,False
United States,AI Safety,2017,778,True
United States,AI Safety,2020,2494,True
Venezuela,AI Safety,2024,1,True
Egypt,AI Safety,2024,51,True
Sweden,AI Safety,2016,18,True
Sweden,AI Safety,2020,90,True
Azerbaijan,AI Safety,2023,3,True
China (mainland),AI Safety,2021,950,True
NATO,AI Safety,2023,4258,True
Hungary,AI Safety,2022,8,True
Tunisia,AI Safety,2025,19,False
Colombia,AI Safety,2021,7,True
Five Eyes,AI Safety,2024,3784,True
Iraq,AI Safety,2020,3,True
Iran,AI Safety,2017,4,True
Ghana,AI Safety,2020,1,True
South and Central America,AI Safety,2024,132,True
Iran,All,2020,2500,True
Bulgaria,All,2023,452,True
Uganda,All,2016,8,True
Equatorial Guinea,All,2021,1,True
Japan,All,2019,9291,True
Denmark,All,2017,747,True
Tunisia,All,2022,791,True
Netherlands,All,2019,2982,True
Namibia,All,2016,7,True
Namibia,All,2020,9,True
South Sudan,All,2022,1,True
Qatar,All,2023,693,True
Philippines,All,2016,111,True
Mali,All,2017,5,True
Mali,All,2020,4,True
Botswana,All,2017,12,True
Costa Rica,All,2020,57,True
Costa Rica,All,2024,69,True
Paraguay,All,2018,22,True
Benin,All,2023,33,True
Armenia,All,2024,67,True
Latvia,All,2022,114,True
Gambia,All,2022,2,True
Mongolia,All,2021,36,True
Mongolia,All,2025,35,False
Syria,All,2023,68,True
Liechtenstein,All,2020,15,True
Kosovo,All,2018,20,True
Africa,All,2024,10185,True
Israel,All,2022,1471,True
Mauritania,All,2020,2,True
Timor-Leste,All,2025,1,False
Antigua and Barbuda,All,2025,1,False
Slovakia,All,2022,458,True
United Kingdom,All,2017,7616,True
Grenada,All,2019,1,True
Germany,All,2024,12705,True
Sri Lanka,All,2016,125,True
Azerbaijan,All,2019,46,True
Ireland,All,2025,855,False
Cuba,All,2025,16,False
Dominican Republic,Computer Vision,2024,3,True
Paraguay,Computer Vision,2018,7,True
Montenegro,Computer Vision,2021,6,True
Armenia,Computer Vision,2024,15,True
Five Eyes,Computer Vision,2020,16829,True
Pakistan,Computer Vision,2016,254,True
Liberia,Computer Vision,2022,6,True
Peru,Computer Vision,2024,94,True
Croatia,Computer Vision,2019,94,True
Hungary,Computer Vision,2021,170,True
Laos,Computer Vision,2025,5,False
Lithuania,Computer Vision,2016,22,True
Costa Rica,Computer Vision,2017,7,True
Lebanon,Computer Vision,2020,46,True
Estonia,Computer Vision,2020,25,True
Oman,Computer Vision,2024,121,True
India,Computer Vision,2016,4932,True
India,Computer Vision,2022,12100,True
India,Computer Vision,2024,18531,True
United Kingdom,Computer Vision,2017,1992,True
Bahrain,Computer Vision,2016,7,True
Bahrain,Computer Vision,2024,45,True
Global Partnership on Artificial Intelligence,Computer Vision,2025,27620,False
Japan,Computer Vision,2018,1908,True
Sweden,Computer Vision,2022,438,True
Portugal,Computer Vision,2023,451,True
Kuwait,Computer Vision,2024,66,True
Tajikistan,Computer Vision,2025,1,False
Togo,Computer Vision,2022,1,True
Botswana,Computer Vision,2019,3,True
Iran,Computer Vision,2018,439,True
Poland,Computer Vision,2021,524,True
Argentina,Computer Vision,2020,81,True
Norway,Large language models,2021,21,True
Norway,Large language models,2024,101,True
Romania,Large language models,2020,36,True
Nigeria,Large language models,2025,14,False
India,Large language models,2019,144,True
Germany,Large language models,2016,44,True
Germany,Large language models,2024,976,True
Indonesia,Large language models,2023,191,True
Indonesia,Large language models,2025,133,False
Lithuania,Large language models,2021,4,True
Africa,Large language models,2021,108,True
Africa,Large language models,2022,140,True
Bulgaria,Large language models,2024,18,True
South Africa,Large language models,2021,18,True
Ecuador,Large language models,2020,1,True
Greece,Large language models,2021,49,True
Qatar,Large language models,2016,3,True
OECD,Large language models,2023,11763,True
Sweden,Large language models,2018,12,True
Morocco,Large language models,2025,46,False
Thailand,Large language models,2021,22,True
Taiwan,Large language models,2016,11,True
Uzbekistan,Natural Language Processing,2016,3,True
Greece,Natural Language Processing,2023,170,True
Turkey,Natural Language Processing,2024,368,True
Botswana,Natural Language Processing,2019,1,True
Bhutan,Natural Language Processing,2021,1,True
Belarus,Natural Language Processing,2021,5,True
Belarus,Natural Language Processing,2025,5,False
Peru,Natural Language Processing,2022,29,True
Global Partnership on Artificial Intelligence,Natural Language Processing,2020,15381,True
Ukraine,Natural Language Processing,2024,122,True
Lebanon,Natural Language Processing,2021,20,True
Norway,Natural Language Processing,2023,181,True
Norway,Natural Language Processing,2025,86,False
Tanzania,Natural Language Processing,2024,8,True
United States,Natural Language Processing,2016,3070,True
Thailand,Natural Language Processing,2019,88,True
Ethiopia,Natural Language Processing,2019,13,True
Philippines,Natural Language Processing,2022,74,True
Netherlands,Natural Language Processing,2018,473,True
Uruguay,Natural Language Processing,2022,9,True
Bulgaria,Natural Language Processing,2021,47,True
Georgia,Natural Language Processing,2022,9,True
United Kingdom,Natural Language Processing,2024,1415,True
Nigeria,Natural Language Processing,2017,28,True
Azerbaijan,Natural Language Processing,2020,12,True
Moldova,Natural Language Processing,2018,1,True
Germany,Natural Language Processing,2017,1026,True
Bahrain,Robotics,2016,5,True
El Salvador,Robotics,2022,11,True
El Salvador,Robotics,2024,6,True
Argentina,Robotics,2017,52,True
Argentina,Robotics,2022,30,True
Paraguay,Robotics,2024,2,True
Rwanda,Robotics,2019,2,True
Cuba,Robotics,2022,5,True
Indonesia,Robotics,2018,359,True
Montenegro,Robotics,2020,3,True
Moldova,Robotics,2019,3,True
Peru,Robotics,2018,38,True
Five Eyes,Robotics,2022,10307,True
Niger,Robotics,2024,1,True
Sudan,Robotics,2016,2,True
Senegal,Robotics,2024,4,True
Denmark,Robotics,2020,260,True
Colombia,Robotics,2025,40,False
Egypt,Robotics,2022,234,True
Burkina Faso,Robotics,2019,1,True
Romania,Robotics,2017,206,True
Romania,Robotics,2022,244,True
Tajikistan,Robotics,2024,1,True
Slovenia,AI Safety,2020,4,True
France,AI Safety,2019,160,True
France,AI Safety,2024,318,True
Morocco,AI Safety,2016,2,True
Botswana,AI Safety,2022,1,True
Philippines,AI Safety,2018,1,True
ASEAN,AI Safety,2017,40,True
Iraq,AI Safety,2024,36,True
Greece,AI Safety,2022,29,True
Norway,AI Safety,2022,45,True
Poland,AI Safety,2023,32,True
Sudan,All,2016,45,True
Papua New Guinea,All,2020,6,True
Sierra Leone,All,2017,1,True
Sierra Leone,All,2020,3,True
Kenya,All,2017,29,True
Equatorial Guinea,All,2020,1,True
Portugal,All,2016,1095,True
Italy,All,2018,4772,True
Italy,All,2020,6568,True
Italy,All,2025,5912,False
Namibia,All,2023,26,True
Colombia,All,2023,714,True
Estonia,All,2024,259,True
Uzbekistan,All,2016,6,True
Iceland,All,2021,63,True
Iceland,All,2023,98,True
Poland,All,2024,2336,True
Zambia,All,2019,17,True
Cyprus,All,2018,181,True
Swaziland,All,2017,1,True
Swaziland,All,2023,4,True
Lithuania,All,2024,295,True
Congo,All,2025,5,False
Singapore,All,2023,4533,True
Israel,All,2025,882,False
Saint Lucia,All,2025,41,False
Belgium,All,2022,1901,True
Ghana,All,2025,104,False
Quad,All,2018,56434,True
Uruguay,All,2017,39,True
Dominica,All,2019,2,True
Niger,All,2022,5,True
India,All,2018,14136,True
Cuba,All,2018,103,True
France,All,2018,6096,True
Burkina Faso,All,2023,20,True
Oceania,All,2024,8428,True
Canada,Computer Vision,2016,981,True
Spain,Computer Vision,2025,706,False
Armenia,Computer Vision,2016,3,True
Panama,Computer Vision,2025,4,False
Five Eyes,Computer Vision,2023,19056,True
Uruguay,Computer Vision,2016,11,True
Egypt,Computer Vision,2024,759,True
Myanmar,Computer Vision,2019,54,True
Jamaica,Computer Vision,2021,1,True
El Salvador,Computer Vision,2023,4,True
Croatia,Computer Vision,2024,88,True
Nepal,Computer Vision,2023,73,True
Uganda,Computer Vision,2017,4,True
Italy,Computer Vision,2023,1848,True
Costa Rica,Computer Vision,2019,15,True
Slovenia,Computer Vision,2018,49,True
Bolivia,Computer Vision,2025,3,False
Turkey,Computer Vision,2023,1277,True
Ecuador,Computer Vision,2019,81,True
Maldives,Computer Vision,2023,2,True
Singapore,Computer Vision,2025,840,False
China (mainland),Computer Vision,2021,30790,True
Global Partnership on Artificial Intelligence,Computer Vision,2024,50903,True
Romania,Computer Vision,2022,358,True
Romania,Computer Vision,2024,320,True
Jordan,Computer Vision,2017,52,True
Nigeria,Computer Vision,2018,46,True
Germany,Computer Vision,2022,3201,True
Gabon,Computer Vision,2022,5,True
Yemen,Computer Vision,2023,71,True
United Arab Emirates,Computer Vision,2019,269,True
France,Computer Vision,2023,2013,True
Barbados,Computer Vision,2024,2,True
EU,Computer Vision,2021,12092,True
South and Central America,Computer Vision,2023,1477,True
Fiji,Computer Vision,2023,3,True
Czechia,Computer Vision,2018,235,True
Cameroon,Large language models,2022,1,True
Syria,Large language models,2022,1,True
Tajikistan,Large language models,2025,1,False
Australia,Large language models,2023,742,True
North Macedonia,Large language models,2020,1,True
Czechia,Large language models,2020,36,True
Indonesia,Large language models,2019,15,True
Philippines,Large language models,2022,13,True
United Kingdom,Large language models,2024,1363,True
Oceania,Large language models,2021,380,True
Canada,Large language models,2016,32,True
Canada,Large language models,2017,43,True
Canada,Large language models,2018,87,True
Africa,Large language models,2017,8,True
Africa,Large language models,2023,269,True
Bulgaria,Large language models,2017,2,True
Kuwait,Large language models,2022,4,True
Myanmar,Large language models,2021,2,True
Ecuador,Large language models,2017,1,True
Ecuador,Large language models,2022,4,True
Ecuador,Large language models,2024,12,True
Belarus,Large language models,2025,2,False
EU,Large language models,2019,696,True
Slovenia,Large language models,2023,23,True
Armenia,Large language models,2017,1,True
Pakistan,Large language models,2021,33,True
Croatia,Large language models,2020,4,True
Sweden,Large language models,2020,44,True
Iran,Large language models,2021,54,True
China (mainland),Large language models,2021,4553,True
Russia,Large language models,2021,126,True
Portugal,Large language models,2025,62,False
Burkina Faso,Natural Language Processing,2025,3,False
Africa,Natural Language Processing,2019,531,True
Cambodia,Natural Language Processing,2020,1,True
Kenya,Natural Language Processing,2018,5,True
Colombia,Natural Language Processing,2018,27,True
Colombia,Natural Language Processing,2020,35,True
Canada,Natural Language Processing,2025,405,False
Yemen,Natural Language Processing,2018,10,True
Kazakhstan,Natural Language Processing,2021,71,True
Slovakia,Natural Language Processing,2023,53,True
Tanzania,Natural Language Processing,2023,11,True
United Arab Emirates,Natural Language Processing,2024,215,True
Mauritius,Natural Language Processing,2018,1,True
Syria,Natural Language Processing,2022,4,True
Austria,Natural Language Processing,2016,77,True
Algeria,Natural Language Processing,2025,28,False
Thailand,Natural Language Processing,2017,57,True
Thailand,Natural Language Processing,2025,66,False
Myanmar,Natural Language Processing,2016,10,True
Afghanistan,Natural Language Processing,2019,5,True
Philippines,Natural Language Processing,2024,97,True
Bangladesh,Natural Language Processing,2024,356,True
Sudan,Natural Language Processing,2019,11,True
Saudi Arabia,Natural Language Processing,2020,253,True
Saudi Arabia,Natural Language Processing,2024,469,True
Vietnam,Natural Language Processing,2022,200,True
South Korea,Natural Language Processing,2024,604,True
Iran,Natural Language Processing,2025,76,False
South Africa,Natural Language Processing,2021,83,True
Bulgaria,Robotics,2020,63,True
Bahrain,Robotics,2017,5,True
Israel,Robotics,2016,134,True
United Arab Emirates,Robotics,2018,102,True
Mongolia,Robotics,2023,1,True
Mongolia,Robotics,2025,1,False
Cape Verde,Robotics,2018,1,True
Turkey,Robotics,2016,344,True
Turkey,Robotics,2018,414,True
Bangladesh,Robotics,2024,113,True
Algeria,Robotics,2024,126,True
Lithuania,Robotics,2020,26,True
China (mainland),Robotics,2023,16132,True
China (mainland),Robotics,2026,36,False
Indonesia,Robotics,2019,418,True
North Macedonia,Robotics,2016,8,True
Trinidad and Tobago,Robotics,2021,1,True
Tunisia,Robotics,2020,79,True
Tunisia,Robotics,2022,97,True
Ghana,Robotics,2020,3,True
Ghana,Robotics,2022,6,True
Ecuador,Robotics,2024,96,True
Five Eyes,Robotics,2016,7833,True
Croatia,Robotics,2021,97,True
Costa Rica,Robotics,2018,14,True
Senegal,Robotics,2020,2,True
Azerbaijan,Robotics,2020,4,True
Yemen,Robotics,2019,4,True
Libya,Robotics,2023,21,True
Grenada,Robotics,2024,4,True
Germany,Robotics,2019,2151,True
Monaco,Robotics,2020,1,True
North America and the Caribbean,Robotics,2020,9006,True
Sri Lanka,Robotics,2016,25,True
Japan,AI Safety,2018,83,True
South Korea,AI Safety,2020,136,True
Global Partnership on Artificial Intelligence,AI Safety,2021,4886,True
Oman,AI Safety,2024,21,True
United States,AI Safety,2026,1,False
Germany,AI Safety,2019,332,True
Malta,AI Safety,2016,1,True
Namibia,AI Safety,2024,1,True
Bahrain,AI Safety,2019,1,True
Montenegro,AI Safety,2024,3,True
Vietnam,AI Safety,2019,3,True
Finland,AI Safety,2020,27,True
Lebanon,AI Safety,2024,6,True
Luxembourg,AI Safety,2020,10,True
Colombia,AI Safety,2020,3,True
Liechtenstein,AI Safety,2018,1,True
Iraq,AI Safety,2022,4,True
Greece,AI Safety,2020,21,True
Portugal,AI Safety,2019,15,True
New Zealand,AI Safety,2018,5,True
North America and the Caribbean,AI Safety,2020,2671,True
North America and the Caribbean,AI Safety,2023,2508,True
Sudan,All,2022,80,True
Sudan,All,2023,88,True
Ecuador,All,2025,264,False
Togo,All,2020,3,True
Canada,All,2018,4614,True
North Macedonia,All,2020,93,True
Five Eyes,All,2021,75126,True
North Korea,All,2022,16,True
Haiti,All,2019,1,True
Barbados,All,2020,2,True
Portugal,All,2020,1458,True
Tunisia,All,2019,605,True
Romania,All,2024,1324,True
Mozambique,All,2021,9,True
Russia,All,2023,3642,True
Estonia,All,2021,248,True
New Zealand,All,2025,529,False
Dominican Republic,All,2017,1,True
Kyrgyzstan,All,2024,32,True
Gambia,All,2023,7,True
Lithuania,All,2017,103,True
Singapore,All,2018,2063,True
Nicaragua,All,2025,1,False
Pakistan,All,2018,1136,True
Ethiopia,All,2025,325,False
Czechia,All,2020,1002,True
Kazakhstan,All,2023,488,True
Madagascar,All,2016,1,True
Guinea,All,2023,3,True
Sri Lanka,All,2021,566,True
Fiji,All,2025,7,False
Trinidad and Tobago,All,2016,8,True
Mauritius,All,2019,27,True
Saudi Arabia,All,2016,652,True
Moldova,All,2023,16,True
Niger,All,2023,3,True
United States,All,2019,39809,True
Senegal,All,2016,10,True
Australia,All,2016,3049,True
Turkey,All,2019,2342,True
Canada,Computer Vision,2024,1949,True
Malawi,Computer Vision,2020,1,True
Malawi,Computer Vision,2022,4,True
Montenegro,Computer Vision,2022,13,True
Uruguay,Computer Vision,2020,14,True
Myanmar,Computer Vision,2025,9,False
Honduras,Computer Vision,2018,1,True
Angola,Computer Vision,2023,10,True
