country,field,year,estimated_investment,complete
Austria,Software,2021,246,True
Serbia,Software,2018,0,True
Seychelles,Software,2016,0,True
Germany,Software,2021,2220,True
Switzerland,Software,2022,1149,True
Israel,Speech Recognition,2025,18,True
Egypt,Speech Recognition,2025,0,True
France,Sports,2018,1,True
Egypt,Sports,2020,0,True
Brazil,Sports,2021,2,True
United Kingdom,Sports,2024,35,True
Italy,Sports,2023,0,True
India,Telecommunications,2017,3,True
Czechia,Telecommunications,2016,0,True
United Kingdom,Telecommunications,2022,19,True
France,Telecommunications,2018,82,True
France,Telecommunications,2023,9,True
Belgium,Transportation,2024,5,True
Ireland,Transportation,2024,6,True
Norway,Transportation,2025,1,True
Qatar,Transportation,2024,4,True
Italy,Transportation,2025,7,True
Nigeria,Transportation,2020,0,True
Sweden,Agriculture,2023,3,True
Switzerland,Agriculture,2019,8,True
Hungary,Agriculture,2020,0,True
Italy,Agriculture,2024,2,True
Israel,Agriculture,2025,25,True
Egypt,Agriculture,2023,0,True
Spain,All,2017,232,True
Ghana,All,2022,38,True
Hungary,All,2025,5,True
Belgium,All,2023,911,True
United States,All,2025,350057,True
Croatia,All,2022,359,True
Israel,All,2019,14237,True
Armenia,All,2023,3,True
United Arab Emirates,All,2024,2459,True
Czechia,All,2018,7,True
Japan,All,2023,2373,True
Serbia,All,2018,1,True
Singapore,All,2017,315,True
Singapore,All,2026,17888,False
Sri Lanka,All,2025,5,True
Malta,All,2022,2,True
India,Biotechnology,2025,29,True
Spain,Biotechnology,2020,5,True
Hungary,Community and Lifestyle,2016,0,True
Ireland,Community and Lifestyle,2023,58,True
Norway,Community and Lifestyle,2021,1,True
India,Community and Lifestyle,2016,1,True
Netherlands,Community and Lifestyle,2021,3,True
Spain,Community and Lifestyle,2018,32,True
Pakistan,Community and Lifestyle,2022,2,True
France,Computer Vision,2022,99,True
Russia,Computer Vision,2021,0,True
Finland,Computer Vision,2021,15,True
Turkey,Computer Vision,2024,1,True
Estonia,Computer Vision,2023,1,True
Japan,Computer Vision,2023,310,True
Japan,Computer Vision,2024,5,True
Portugal,Computer Vision,2019,6,True
Portugal,Computer Vision,2024,4,True
Belgium,Computer Vision,2018,2,True
Slovenia,Computer Vision,2022,3,True
Sweden,Consumer goods,2021,6,True
Austria,Consumer goods,2018,2,True
Belgium,Consumer goods,2018,7,True
Japan,Consumer goods,2023,283,True
Australia,Consumer goods,2022,34,True
Denmark,Consumer goods,2016,3,True
Greece,Consumer goods,2021,54,True
United Kingdom,Consumer goods,2019,98,True
India,Consumer goods,2021,61,True
Poland,Cyber Security,2019,1,True
Turkey,Cyber Security,2025,1,True
Australia,Cyber Security,2016,0,True
Spain,Cyber Security,2018,2,True
Spain,Cyber Security,2020,4,True
Hungary,Cyber Security,2025,1,True
United Kingdom,Cyber Security,2020,85,True
Latvia,Data and analytics,2023,0,True
Lithuania,Data and analytics,2018,4,True
Czechia,Data and analytics,2019,23,True
Australia,Data and analytics,2016,68,True
Uruguay,Data and analytics,2024,3,True
Canada,Data and analytics,2018,1009,True
Estonia,Data and analytics,2022,59,True
Estonia,Data and analytics,2023,12,True
Indonesia,Data and analytics,2022,48,True
Indonesia,Data and analytics,2026,1,False
Belgium,Data and analytics,2024,632,True
Oman,Data and analytics,2025,0,True
Singapore,Data and analytics,2026,10478,False
Argentina,Data and analytics,2016,1,True
Russia,Data and analytics,2017,10,True
Slovakia,Education,2021,0,True
Austria,Education,2017,1,True
Brazil,Education,2017,2,True
Israel,Education,2022,5,True
Estonia,Education,2018,6,True
Estonia,Education,2025,1,True
Peru,Education,2018,0,True
France,Energy and natural resources,2017,4,True
Russia,Energy and natural resources,2017,2,True
Chile,Energy and natural resources,2019,0,True
Denmark,Energy and natural resources,2021,5,True
Japan,Facial Recognition,2016,0,True
China (mainland),Facial Recognition,2021,16,True
Tunisia,Finance,2021,0,True
Norway,Finance,2017,5,True
Norway,Finance,2018,14,True
Norway,Finance,2020,5,True
Colombia,Finance,2020,2,True
Nigeria,Finance,2024,5,True
Qatar,Finance,2020,0,True
Netherlands,Finance,2020,7,True
Denmark,Finance,2024,2,True
Singapore,Finance,2021,676,True
Singapore,Finance,2024,435,True
United Kingdom,Finance,2026,671,False
France,Finance,2026,4,False
United Arab Emirates,Finance,2021,12,True
South Korea,Finance,2020,20,True
Poland,Finance,2019,1,True
Philippines,Finance,2023,6,True
Malta,Gaming,2017,1,True
Romania,Gaming,2019,1,True
Ireland,Gaming,2020,0,True
Georgia,General purpose,2025,1,True
Jordan,General purpose,2024,0,True
Iceland,General purpose,2017,1,True
Ireland,General purpose,2020,71,True
Mexico,General purpose,2019,3,True
Slovakia,General purpose,2023,22,True
Thailand,General purpose,2022,47,True
Romania,General purpose,2020,2,True
Belize,General purpose,2022,20,True
Poland,General purpose,2019,91,True
Vietnam,General purpose,2022,9,True
Mongolia,General purpose,2018,0,True
Zambia,General purpose,2019,1,True
Finland,Hardware,2024,46,True
Finland,Hardware,2025,11,True
Iceland,Hardware,2017,1,True
Iceland,Hardware,2020,3,True
France,Hardware,2020,752,True
India,Hardware,2026,21,False
Israel,Hardware,2017,141,True
Taiwan,Hardware,2023,43,True
Sweden,Hardware,2019,18,True
Peru,Hardware,2020,0,True
Japan,Hardware,2020,273,True
Japan,Hardware,2024,132,True
Turkey,Hardware,2019,2,True
Pakistan,Hardware,2022,1,True
Ghana,Hardware,2017,0,True
Switzerland,Healthcare and Life Sciences,2023,154,True
Japan,Healthcare and Life Sciences,2016,8,True
Austria,Healthcare and Life Sciences,2023,27,True
Saudi Arabia,Healthcare and Life Sciences,2021,2,True
Tanzania,Healthcare and Life Sciences,2025,0,True
Greece,Healthcare and Life Sciences,2019,3,True
Canada,Healthcare and Life Sciences,2018,190,True
Canada,Healthcare and Life Sciences,2021,201,True
Taiwan,Healthcare and Life Sciences,2018,20,True
Hungary,Healthcare and Life Sciences,2021,1,True
Jamaica,Information Technology,2024,1,True
Sri Lanka,Information Technology,2025,3,True
Chile,Information Technology,2019,0,True
United Arab Emirates,Information Technology,2017,9,True
Philippines,Information Technology,2022,0,True
Austria,Information Technology,2025,119,True
Ireland,Information Technology,2016,7,True
Ireland,Information Technology,2026,57,False
Vietnam,Information Technology,2020,1,True
India,Lending and Investments,2021,47,True
Spain,Lending and Investments,2016,0,True
Italy,Manufacturing,2024,4,True
United Arab Emirates,Manufacturing,2020,1,True
Poland,Manufacturing,2025,30,True
Spain,Manufacturing,2025,8,True
Egypt,Manufacturing,2020,0,True
China (mainland),Manufacturing,2016,32,True
Chile,Manufacturing,2023,0,True
Singapore,Media and Entertainment,2026,6,False
Vietnam,Media and Entertainment,2024,0,True
Italy,Media and Entertainment,2024,6,True
Spain,Media and Entertainment,2018,20,True
Lithuania,Media and Entertainment,2016,0,True
Turkey,Media and Entertainment,2025,6,True
Israel,Media and Entertainment,2021,177,True
Poland,Media and Entertainment,2017,0,True
Denmark,Media and Entertainment,2018,470,True
Sweden,Media and Entertainment,2016,3,True
Mexico,"Military, public safety and government",2017,0,True
Israel,"Military, public safety and government",2019,6,True
Germany,"Military, public safety and government",2023,109,True
Austria,"Military, public safety and government",2022,2,True
Greece,"Mobile, platforms & Internet services",2017,58,True
Greece,"Mobile, platforms & Internet services",2020,1,True
Philippines,"Mobile, platforms & Internet services",2023,0,True
Philippines,"Mobile, platforms & Internet services",2024,11,True
Spain,"Mobile, platforms & Internet services",2019,58,True
Denmark,"Mobile, platforms & Internet services",2026,1,False
Austria,"Mobile, platforms & Internet services",2018,22,True
Lithuania,"Mobile, platforms & Internet services",2016,0,True
Finland,"Mobile, platforms & Internet services",2024,7,True
Israel,NLP,2025,31,True
Finland,NLP,2018,1,True
New Zealand,NLP,2018,1,True
Canada,NLP,2021,149,True
Pakistan,NLP,2026,1,False
Vietnam,NLP,2025,2,True
Mongolia,NLP,2019,0,True
Germany,Navigation and mapping,2018,4,True
Israel,Navigation and mapping,2019,4,True
Australia,Navigation and mapping,2023,10,True
India,Navigation and mapping,2018,1,True
Chile,Other,2018,6,True
Netherlands,Other,2017,110,True
Poland,Other,2022,3,True
Spain,Other,2019,10,True
Spain,Other,2020,4,True
Qatar,Other,2022,1,True
Estonia,Other,2017,1,True
Switzerland,Privacy and Security,2016,17,True
South Africa,Privacy and Security,2022,1,True
South Africa,Privacy and Security,2026,3,False
Singapore,Privacy and Security,2017,9,True
Portugal,Privacy and Security,2025,15,True
Italy,Professional services,2025,16,True
Denmark,Professional services,2017,1,True
South Korea,Professional services,2019,15,True
Argentina,Professional services,2024,1,True
Kazakhstan,Professional services,2022,1,True
Spain,Professional services,2018,24,True
Italy,Real estate,2018,2,True
Italy,Real estate,2023,0,True
Switzerland,Real estate,2021,24,True
Spain,Real estate,2023,5,True
Lithuania,Real estate,2020,0,True
Norway,Real estate,2022,1,True
India,Real estate,2018,0,True
Germany,Real estate,2020,15,True
Brazil,Real estate,2021,4,True
United States,Real estate,2020,1456,True
United Arab Emirates,Real estate,2018,2,True
United Kingdom,Robotics,2018,87,True
Canada,Robotics,2018,10,True
Spain,Robotics,2019,1,True
Switzerland,Robotics,2018,7,True
Ireland,Robotics,2017,0,True
Mexico,Robotics,2024,0,True
France,Robotics,2017,7,True
Malaysia,Robotics,2021,1,True
Australia,"Sales, retail, commerce, marketing",2020,106,True
Nigeria,"Sales, retail, commerce, marketing",2025,5,True
Mexico,"Sales, retail, commerce, marketing",2017,14,True
Oman,"Sales, retail, commerce, marketing",2025,0,True
Romania,"Sales, retail, commerce, marketing",2016,1,True
Armenia,"Sales, retail, commerce, marketing",2024,0,True
Serbia,"Sales, retail, commerce, marketing",2017,0,True
Indonesia,"Sales, retail, commerce, marketing",2017,1,True
Croatia,"Sales, retail, commerce, marketing",2020,1,True
Albania,"Sales, retail, commerce, marketing",2019,7,True
Slovenia,Simulation,2018,0,True
Morocco,Software,2024,3,True
Norway,Software,2017,46,True
Bangladesh,Software,2022,6,True
Egypt,Software,2018,0,True
Armenia,Software,2020,2,True
Armenia,Software,2025,0,True
Tunisia,Software,2024,2,True
Belgium,Software,2021,710,True
Kenya,Software,2023,9,True
Saudi Arabia,Software,2026,1231,False
Iceland,Software,2021,4,True
Thailand,Software,2023,24,True
New Zealand,Software,2016,146,True
Sri Lanka,Software,2024,7,True
Brazil,Software,2017,122,True
Russia,Software,2024,130,True
Uruguay,Software,2022,3,True
United States,Speech Recognition,2021,501,True
Romania,Sports,2023,0,True
France,Sports,2024,2,True
Australia,Sports,2023,1,True
Taiwan,Sports,2019,1,True
Nigeria,Sports,2024,1,True
Saudi Arabia,Sports,2018,0,True
Germany,Sports,2022,7,True
Ireland,Sports,2020,10,True
Netherlands,Telecommunications,2021,5,True
Poland,Telecommunications,2016,3,True
South Korea,Telecommunications,2020,1,True
Spain,Transportation,2019,26,True
Colombia,Transportation,2021,3,True
Taiwan,Transportation,2023,6,True
Brazil,Transportation,2024,1,True
Slovakia,Transportation,2023,1,True
South Korea,Transportation,2017,4,True
South Africa,Transportation,2021,0,True
Thailand,Agriculture,2019,0,True
Greece,Agriculture,2021,2,True
Switzerland,Agriculture,2021,9,True
Finland,Agriculture,2021,3,True
Netherlands,Agriculture,2016,2,True
Netherlands,All,2022,1878,True
Israel,All,2026,6150,False
Bulgaria,All,2016,0,True
Japan,All,2025,1571,True
Kazakhstan,All,2019,0,True
Venezuela,All,2021,0,True
Russia,All,2018,48,True
Turkey,All,2021,99,True
Turkey,All,2023,58,True
Colombia,All,2016,1,True
Sri Lanka,All,2017,2,True
Italy,Biotechnology,2021,31,True
Australia,Biotechnology,2025,10,True
Czechia,Biotechnology,2024,0,True
Belgium,Biotechnology,2019,1,True
Switzerland,Biotechnology,2021,19,True
Hungary,Biotechnology,2024,4,True
Estonia,Biotechnology,2024,0,True
Switzerland,Community and Lifestyle,2021,6,True
Malta,Community and Lifestyle,2020,1,True
Italy,Community and Lifestyle,2021,0,True
Uruguay,Community and Lifestyle,2026,0,False
Bulgaria,Community and Lifestyle,2024,2,True
Sweden,Community and Lifestyle,2023,3,True
Kenya,Community and Lifestyle,2023,0,True
United States,Community and Lifestyle,2018,1214,True
Belarus,Computer Vision,2017,3,True
Switzerland,Computer Vision,2019,150,True
United Kingdom,Computer Vision,2016,224,True
Poland,Computer Vision,2020,1,True
Ireland,Consumer goods,2024,0,True
Portugal,Consumer goods,2020,0,True
Spain,Consumer goods,2023,5,True
Nigeria,Consumer goods,2024,3,True
Israel,Consumer goods,2019,2065,True
Slovakia,Consumer goods,2026,1,False
Denmark,Consumer goods,2017,1,True
South Africa,Consumer goods,2017,0,True
Kenya,Consumer goods,2022,0,True
Germany,Cyber Security,2021,7,True
France,Cyber Security,2021,2,True
Portugal,Cyber Security,2021,0,True
United Kingdom,Cyber Security,2016,12,True
Austria,Cyber Security,2023,0,True
Senegal,Data and analytics,2023,0,True
Latvia,Data and analytics,2016,0,True
Latvia,Data and analytics,2018,0,True
Dominican Republic,Data and analytics,2020,0,True
Denmark,Data and analytics,2017,50,True
Australia,Data and analytics,2017,25,True
Australia,Data and analytics,2019,197,True
Uruguay,Data and analytics,2021,100,True
Nigeria,Data and analytics,2023,7,True
Indonesia,Data and analytics,2023,10,True
Ireland,Data and analytics,2025,363,True
New Zealand,Data and analytics,2018,93,True
Brazil,Data and analytics,2022,1056,True
Egypt,Data and analytics,2017,0,True
Egypt,Data and analytics,2018,0,True
Malta,Data and analytics,2021,4,True
Finland,Education,2024,3,True
Ireland,Education,2025,6,True
Japan,Education,2016,4,True
South Korea,Education,2024,44,True
France,Education,2023,94,True
Italy,Education,2022,19,True
Sweden,Education,2017,3,True
United Arab Emirates,Education,2023,0,True
Ireland,Energy and natural resources,2019,1,True
Latvia,Energy and natural resources,2019,0,True
Poland,Energy and natural resources,2020,0,True
Poland,Energy and natural resources,2024,2,True
United Kingdom,Energy and natural resources,2016,14,True
New Zealand,Energy and natural resources,2025,3,True
Chile,Energy and natural resources,2025,1,True
Italy,Energy and natural resources,2020,1,True
United States,Energy and natural resources,2025,4107,True
Singapore,Energy and natural resources,2017,2,True
Portugal,Energy and natural resources,2018,1,True
Portugal,Energy and natural resources,2019,1,True
Czechia,Energy and natural resources,2021,2,True
Germany,Energy and natural resources,2020,202,True
Spain,Facial Recognition,2021,21,True
Belgium,Finance,2023,3,True
Turkey,Finance,2023,1,True
United States,Finance,2025,17772,True
Uzbekistan,Finance,2025,0,True
Austria,Finance,2024,127,True
Netherlands,Finance,2018,23,True
Italy,Finance,2021,9,True
Singapore,Finance,2018,47,True
Czechia,Finance,2022,18,True
India,Finance,2018,23,True
India,Finance,2023,152,True
Brazil,Finance,2018,28,True
Switzerland,Finance,2020,330,True
United Kingdom,Gaming,2017,30,True
Japan,Gaming,2023,1,True
Saudi Arabia,Gaming,2024,56,True
Germany,Gaming,2025,6,True
Vietnam,Gaming,2024,0,True
Czechia,Gaming,2022,2,True
Norway,General purpose,2016,13,True
Ireland,General purpose,2017,27,True
Mexico,General purpose,2022,78,True
Netherlands,General purpose,2022,1431,True
Turkey,General purpose,2023,33,True
Australia,General purpose,2020,191,True
Germany,General purpose,2023,2147,True
Bulgaria,General purpose,2023,4,True
Bulgaria,General purpose,2025,39,True
Qatar,General purpose,2021,4,True
Sweden,General purpose,2022,7324,True
Belgium,General purpose,2016,3,True
South Africa,General purpose,2019,32,True
Estonia,General purpose,2017,1,True
Zambia,General purpose,2023,0,True
Sri Lanka,General purpose,2018,2,True
Brazil,Hardware,2026,1,False
Nigeria,Hardware,2024,3,True
Netherlands,Hardware,2017,202,True
France,Hardware,2018,409,True
Denmark,Hardware,2023,8,True
India,Hardware,2022,489,True
Sri Lanka,Hardware,2025,0,True
Israel,Hardware,2018,314,True
Kazakhstan,Hardware,2023,1,True
Argentina,Hardware,2020,0,True
Norway,Hardware,2017,12,True
Colombia,Hardware,2019,2,True
Vietnam,Hardware,2016,2,True
Uruguay,Hardware,2017,0,True
Germany,Healthcare and Life Sciences,2023,69,True
Switzerland,Healthcare and Life Sciences,2016,3,True
Switzerland,Healthcare and Life Sciences,2017,13,True
Switzerland,Healthcare and Life Sciences,2018,9,True
Japan,Healthcare and Life Sciences,2017,12,True
Japan,Healthcare and Life Sciences,2023,39,True
Japan,Healthcare and Life Sciences,2026,24,False
Cyprus,Healthcare and Life Sciences,2020,4,True
Spain,Healthcare and Life Sciences,2019,3,True
Sweden,Healthcare and Life Sciences,2023,32,True
Tunisia,Healthcare and Life Sciences,2021,0,True
Tunisia,Healthcare and Life Sciences,2023,0,True
Brazil,Healthcare and Life Sciences,2018,3,True
Poland,Healthcare and Life Sciences,2025,13,True
Finland,Healthcare and Life Sciences,2019,5,True
United States,Healthcare and Life Sciences,2017,1867,True
Belgium,Healthcare and Life Sciences,2022,7,True
Indonesia,Healthcare and Life Sciences,2025,1,True
Taiwan,Healthcare and Life Sciences,2025,4,True
Turkey,Healthcare and Life Sciences,2020,1,True
Spain,Information Technology,2023,200,True
Australia,Information Technology,2017,35,True
Bulgaria,Information Technology,2018,13,True
Chile,Information Technology,2022,2,True
United Arab Emirates,Information Technology,2026,92,False
Finland,Information Technology,2020,64,True
Nigeria,Information Technology,2021,1,True
Côte d'Ivoire,Information Technology,2024,0,True
Romania,Information Technology,2019,1,True
Estonia,Information Technology,2016,2,True
Estonia,Information Technology,2019,5,True
Turkey,Information Technology,2021,11,True
India,Lending and Investments,2018,16,True
Turkey,Lending and Investments,2023,0,True
Uruguay,Lending and Investments,2020,0,True
United Kingdom,Lending and Investments,2021,404,True
Italy,Manufacturing,2018,0,True
Sweden,Manufacturing,2016,0,True
India,Manufacturing,2022,60,True
Turkey,Manufacturing,2025,2,True
Austria,Manufacturing,2023,0,True
Switzerland,Manufacturing,2018,20,True
Canada,Manufacturing,2021,103,True
Russia,Manufacturing,2021,0,True
France,Manufacturing,2022,120,True
France,Manufacturing,2026,1,False
United Kingdom,Manufacturing,2023,65,True
France,Media and Entertainment,2018,14,True
Turkey,Media and Entertainment,2020,0,True
Australia,Media and Entertainment,2016,5,True
Netherlands,Media and Entertainment,2023,0,True
Czechia,Media and Entertainment,2023,1,True
Poland,Media and Entertainment,2016,0,True
Japan,Media and Entertainment,2018,155,True
Russia,Media and Entertainment,2023,1,True
Ireland,Media and Entertainment,2021,3,True
Ireland,Media and Entertainment,2023,70,True
Israel,"Military, public safety and government",2023,29,True
Australia,"Military, public safety and government",2020,0,True
Japan,"Military, public safety and government",2023,0,True
United Kingdom,"Military, public safety and government",2020,28,True
United Kingdom,"Military, public safety and government",2023,12,True
Egypt,"Mobile, platforms & Internet services",2021,0,True
South Korea,"Mobile, platforms & Internet services",2021,2035,True
Mexico,"Mobile, platforms & Internet services",2023,26,True
Panama,"Mobile, platforms & Internet services",2025,5,True
Kazakhstan,"Mobile, platforms & Internet services",2020,1,True
Sweden,"Mobile, platforms & Internet services",2016,32,True
Sweden,"Mobile, platforms & Internet services",2018,24,True
Indonesia,"Mobile, platforms & Internet services",2020,5,True
Brazil,"Mobile, platforms & Internet services",2024,75,True
France,"Mobile, platforms & Internet services",2026,1,False
Saudi Arabia,"Mobile, platforms & Internet services",2024,99,True
Norway,"Mobile, platforms & Internet services",2022,7,True
India,"Mobile, platforms & Internet services",2022,1053,True
South Africa,"Mobile, platforms & Internet services",2022,3,True
Estonia,"Mobile, platforms & Internet services",2022,1,True
Finland,"Mobile, platforms & Internet services",2023,2,True
China (mainland),"Mobile, platforms & Internet services",2024,468,True
Israel,NLP,2021,6,True
Canada,NLP,2018,14,True
Turkey,NLP,2020,0,True
Malaysia,NLP,2024,3,True
Estonia,Navigation and mapping,2019,0,True
Australia,Navigation and mapping,2020,38,True
Australia,Navigation and mapping,2021,10,True
Sweden,Navigation and mapping,2024,4,True
India,Navigation and mapping,2019,4,True
Malaysia,Other,2022,41,True
New Zealand,Other,2016,0,True
China (mainland),Other,2026,73,False
Hungary,Other,2022,1,True
India,Other,2026,1,False
Saudi Arabia,Other,2019,2,True
Bulgaria,Other,2023,4,True
Egypt,Other,2025,3,True
Canada,Other,2025,160,True
France,Other,2024,755,True
Switzerland,Other,2017,6,True
Iran,Other,2020,0,True
Lithuania,Other,2020,0,True
France,Privacy and Security,2020,14,True
Bahrain,Privacy and Security,2022,0,True
United Arab Emirates,Privacy and Security,2022,12,True
Turkey,Privacy and Security,2025,2,True
Egypt,Professional services,2019,0,True
Indonesia,Professional services,2019,2,True
Mexico,Professional services,2017,0,True
Malta,Professional services,2025,0,True
Vietnam,Professional services,2019,5,True
France,Professional services,2016,125,True
Malaysia,Professional services,2020,6,True
Ecuador,Professional services,2021,0,True
Czechia,Professional services,2021,2,True
Italy,Real estate,2021,1,True
Canada,Real estate,2025,142,True
Spain,Real estate,2024,55,True
Chile,Real estate,2021,0,True
Japan,Real estate,2017,1,True
India,Real estate,2021,62,True
Finland,Real estate,2021,17,True
Latvia,Real estate,2021,0,True
Austria,Real estate,2022,3,True
Belgium,Real estate,2025,1,True
Mauritius,Real estate,2022,12,True
Saudi Arabia,Real estate,2018,0,True
Saudi Arabia,Real estate,2025,0,True
Turkey,Robotics,2020,0,True
Turkey,Robotics,2025,1,True
Singapore,Robotics,2024,2,True
Netherlands,Robotics,2018,6,True
Estonia,Robotics,2021,0,True
Malaysia,Robotics,2024,0,True
Australia,"Sales, retail, commerce, marketing",2022,76,True
Germany,"Sales, retail, commerce, marketing",2020,750,True
China (mainland),"Sales, retail, commerce, marketing",2026,4,False
Hungary,"Sales, retail, commerce, marketing",2017,0,True
Hungary,"Sales, retail, commerce, marketing",2022,0,True
Ireland,"Sales, retail, commerce, marketing",2016,171,True
Switzerland,"Sales, retail, commerce, marketing",2022,413,True
United States,"Sales, retail, commerce, marketing",2021,19129,True
New Zealand,"Sales, retail, commerce, marketing",2018,1,True
Portugal,"Sales, retail, commerce, marketing",2020,1,True
Belgium,"Sales, retail, commerce, marketing",2017,19,True
United Kingdom,"Sales, retail, commerce, marketing",2026,359,False
India,"Sales, retail, commerce, marketing",2018,28,True
Russia,"Sales, retail, commerce, marketing",2024,0,True
Singapore,"Sales, retail, commerce, marketing",2018,112,True
Netherlands,"Sales, retail, commerce, marketing",2023,10,True
Turkey,"Sales, retail, commerce, marketing",2019,2,True
Canada,Semiconductor,2016,1,True
United Kingdom,Simulation,2017,2,True
Poland,Simulation,2022,0,True
France,Simulation,2022,0,True
Ireland,Software,2023,305,True
Peru,Software,2020,3,True
Slovenia,Software,2019,0,True
Kenya,Software,2022,7,True
Japan,Software,2019,848,True
Australia,Software,2019,211,True
South Africa,Software,2025,85,True
Colombia,Software,2022,24,True
Malaysia,Software,2018,16,True
Sri Lanka,Software,2025,2,True
Greece,Software,2025,106,True
Sweden,Software,2020,3529,True
Singapore,Software,2023,917,True
Turkey,Software,2024,95,True
Zimbabwe,Software,2024,1,True
China (mainland),Speech Recognition,2023,7,True
Colombia,Speech Recognition,2020,1,True
United Kingdom,Sports,2018,9,True
Saudi Arabia,Sports,2022,1,True
Italy,Sports,2021,2,True
Spain,Sports,2019,0,True
Czechia,Sports,2025,3,True
Kenya,Sports,2021,1,True
Switzerland,Telecommunications,2019,1,True
Australia,Telecommunications,2024,40,True
Argentina,Telecommunications,2023,344,True
Japan,Telecommunications,2016,11,True
Canada,Telecommunications,2023,1,True
Egypt,Transportation,2021,0,True
Spain,Transportation,2017,4,True
Australia,Transportation,2016,48,True
France,Transportation,2023,215,True
Germany,Transportation,2021,587,True
Switzerland,Transportation,2019,195,True
United Arab Emirates,Transportation,2022,8,True
China (mainland),Transportation,2016,87,True
Canada,Transportation,2023,151,True
India,Agriculture,2021,15,True
New Zealand,Agriculture,2022,0,True
Poland,All,2020,141,True
Hungary,All,2017,2,True
Belgium,All,2019,248,True
Honduras,All,2024,1,True
Finland,All,2019,1259,True
Norway,All,2025,229,True
Taiwan,All,2026,35,False
Mauritius,All,2019,77,True
Vietnam,All,2022,36,True
Russia,All,2020,29,True
Kenya,All,2022,46,True
Singapore,All,2022,4037,True
Indonesia,All,2026,2,False
Bahrain,Biotechnology,2022,0,True
Mexico,Biotechnology,2023,0,True
Germany,Biotechnology,2023,46,True
South Africa,Biotechnology,2022,4,True
Singapore,Biotechnology,2016,0,True
Austria,Biotechnology,2016,2,True
Belgium,Biotechnology,2017,0,True
Spain,Biotechnology,2021,27,True
Netherlands,Biotechnology,2018,1,True
Hungary,Biotechnology,2019,1,True
United Kingdom,Biotechnology,2022,171,True
New Zealand,Community and Lifestyle,2017,0,True
New Zealand,Community and Lifestyle,2024,43,True
China (mainland),Community and Lifestyle,2019,37,True
United Arab Emirates,Community and Lifestyle,2021,4,True
Belgium,Community and Lifestyle,2023,0,True
Singapore,Community and Lifestyle,2018,13,True
Cyprus,Community and Lifestyle,2020,4,True
South Korea,Computer Vision,2023,11,True
Singapore,Computer Vision,2026,5198,False
Turkey,Computer Vision,2025,3,True
Iceland,Computer Vision,2025,1,True
Japan,Computer Vision,2025,43,True
Canada,Computer Vision,2016,4,True
Canada,Computer Vision,2025,0,True
Malaysia,Computer Vision,2021,20,True
Ireland,Consumer goods,2018,60,True
Lithuania,Consumer goods,2018,0,True
Switzerland,Consumer goods,2024,158,True
Belgium,Consumer goods,2019,131,True
Israel,Consumer goods,2023,84,True
China (mainland),Consumer goods,2023,334,True
Canada,Consumer goods,2026,2,False
Italy,Consumer goods,2021,0,True
Poland,Cyber Security,2017,2,True
Ireland,Cyber Security,2016,3,True
Ireland,Cyber Security,2020,2,True
Switzerland,Cyber Security,2025,228,True
Bangladesh,Cyber Security,2023,0,True
Taiwan,Cyber Security,2023,10,True
India,Data and analytics,2016,162,True
India,Data and analytics,2022,2212,True
Poland,Data and analytics,2018,22,True
Poland,Data and analytics,2021,91,True
Poland,Data and analytics,2026,17,False
Malaysia,Data and analytics,2022,45,True
Ukraine,Data and analytics,2023,5,True
Jordan,Data and analytics,2022,1,True
South Korea,Data and analytics,2016,59,True
United States,Data and analytics,2019,60977,True
Saudi Arabia,Data and analytics,2016,1057,True
Jamaica,Data and analytics,2025,50,True
Kenya,Data and analytics,2025,1,True
Ghana,Data and analytics,2021,1,True
Finland,Education,2019,9,True
Thailand,Education,2023,7,True
Japan,Education,2020,16,True
France,Education,2018,4,True
Netherlands,Education,2019,2,True
Malta,Education,2020,1,True
Hungary,Education,2023,1,True
Canada,Education,2024,10,True
Japan,Energy and natural resources,2017,6,True
Belgium,Energy and natural resources,2022,119,True
Sweden,Energy and natural resources,2020,3,True
Russia,Energy and natural resources,2019,5,True
Saudi Arabia,Energy and natural resources,2024,0,True
United States,Energy and natural resources,2017,364,True
Portugal,Energy and natural resources,2017,5,True
Netherlands,Facial Recognition,2016,6,True
Egypt,Finance,2022,0,True
Indonesia,Finance,2021,0,True
Nigeria,Finance,2025,10,True
Austria,Finance,2022,2,True
Japan,Finance,2022,4,True
Italy,Finance,2018,3,True
Chile,Finance,2022,0,True
Canada,Finance,2023,1083,True
United States,Gaming,2017,26,True
Estonia,Gaming,2024,0,True
Côte d'Ivoire,General purpose,2022,0,True
Japan,General purpose,2022,231,True
Bangladesh,General purpose,2024,4,True
Argentina,General purpose,2024,554,True
Italy,General purpose,2021,205,True
Colombia,General purpose,2021,10,True
Lithuania,General purpose,2019,5,True
Germany,General purpose,2017,415,True
Switzerland,General purpose,2023,404,True
Israel,General purpose,2023,1272,True
Sweden,General purpose,2016,25,True
Czechia,General purpose,2021,50,True
Taiwan,General purpose,2026,4,False
Tunisia,General purpose,2022,2,True
Luxembourg,General purpose,2022,1,True
Estonia,General purpose,2026,36,False
Vietnam,General purpose,2023,17,True
Ukraine,General purpose,2025,111,True
France,General purpose,2018,615,True
Russia,General purpose,2018,31,True
Russia,General purpose,2021,2,True
Egypt,Hardware,2018,0,True
Netherlands,Hardware,2018,758,True
