country,field,year,disclosed_investment,complete
Taiwan,"Mobile, platforms & Internet services",2019,14,True
Denmark,NLP,2017,0,True
Taiwan,NLP,2024,1,True
Japan,NLP,2024,30,True
Poland,NLP,2022,8,True
United States,NLP,2016,79,True
Austria,NLP,2024,1,True
Serbia,NLP,2020,0,True
Singapore,Navigation and mapping,2020,7,True
United Kingdom,Navigation and mapping,2023,9,True
Germany,Navigation and mapping,2026,45,False
Tunisia,Navigation and mapping,2024,0,True
Philippines,Other,2025,6,True
South Korea,Other,2021,25,True
Japan,Other,2026,2,False
Argentina,Other,2024,1,True
Denmark,Other,2023,2,True
France,Other,2021,28,True
Norway,Other,2024,2,True
Egypt,Other,2019,0,True
Germany,Other,2019,49,True
Czechia,Privacy and Security,2016,1,True
Canada,Privacy and Security,2018,19,True
Italy,Privacy and Security,2018,2,True
Netherlands,Privacy and Security,2018,18,True
Sweden,Privacy and Security,2018,1,True
France,Privacy and Security,2019,11,True
Australia,Privacy and Security,2026,8,False
United Arab Emirates,Privacy and Security,2022,10,True
Iceland,Privacy and Security,2024,0,True
Estonia,Privacy and Security,2023,1,True
India,Privacy and Security,2024,9,True
Netherlands,Professional services,2022,3,True
Turkey,Professional services,2019,0,True
Ireland,Professional services,2018,0,True
Lebanon,Professional services,2021,0,True
Egypt,Professional services,2025,3,True
Italy,Professional services,2020,5,True
Italy,Professional services,2023,2,True
Turkey,Real estate,2023,0,True
Austria,Real estate,2016,0,True
Saudi Arabia,Real estate,2021,0,True
Netherlands,Real estate,2025,2,True
United States,Real estate,2018,125,True
Germany,Real estate,2023,16,True
United Kingdom,Real estate,2021,17,True
Czechia,Real estate,2017,1,True
Germany,Robotics,2020,10,True
Germany,Robotics,2022,85,True
Poland,Robotics,2020,2,True
United Kingdom,Robotics,2018,37,True
Singapore,Robotics,2024,2,True
South Korea,Robotics,2020,4,True
South Korea,Robotics,2022,17,True
Switzerland,Robotics,2022,6,True
Slovakia,"Sales, retail, commerce, marketing",2019,1,True
Estonia,"Sales, retail, commerce, marketing",2020,0,True
Austria,"Sales, retail, commerce, marketing",2025,3,True
Israel,"Sales, retail, commerce, marketing",2017,12,True
Greece,"Sales, retail, commerce, marketing",2020,1,True
Australia,"Sales, retail, commerce, marketing",2018,3,True
Belgium,"Sales, retail, commerce, marketing",2021,22,True
Uruguay,"Sales, retail, commerce, marketing",2017,0,True
Pakistan,"Sales, retail, commerce, marketing",2021,3,True
Cyprus,"Sales, retail, commerce, marketing",2022,1,True
Indonesia,"Sales, retail, commerce, marketing",2019,0,True
Singapore,"Sales, retail, commerce, marketing",2016,49,True
South Korea,Semiconductor,2021,12,True
France,Semiconductor,2025,43,True
United States,Semiconductor,2024,615,True
United Kingdom,Semiconductor,2025,235,True
Lithuania,Software,2025,12,True
Bulgaria,Software,2019,2,True
Saudi Arabia,Software,2019,13,True
Greece,Software,2016,6,True
Zambia,Software,2021,0,True
Dominican Republic,Software,2021,0,True
Czechia,Software,2016,2,True
Israel,Software,2017,181,True
Canada,Software,2020,572,True
France,Software,2019,395,True
Bosnia and Herzegovina,Software,2023,0,True
Israel,Speech Recognition,2023,13,True
India,Speech Recognition,2016,7,True
Lithuania,Speech Recognition,2021,0,True
China (mainland),Speech Recognition,2018,54,True
Australia,Sports,2018,0,True
Australia,Sports,2021,24,True
United States,Sports,2023,145,True
Brazil,Sports,2017,0,True
Australia,Telecommunications,2017,25,True
Israel,Telecommunications,2024,16,True
United Kingdom,Telecommunications,2020,0,True
United States,Telecommunications,2020,128,True
France,Transportation,2022,34,True
Turkey,Transportation,2018,0,True
Australia,Transportation,2022,33,True
India,Transportation,2024,39,True
Nigeria,Transportation,2024,0,True
South Africa,Agriculture,2023,0,True
Spain,Agriculture,2017,0,True
Israel,Agriculture,2019,20,True
Estonia,Agriculture,2018,0,True
Chile,Agriculture,2024,0,True
Lebanon,All,2025,0,True
Australia,All,2022,808,True
United Arab Emirates,All,2020,10,True
Ireland,All,2024,301,True
Nigeria,All,2022,16,True
Portugal,All,2025,90,True
Jordan,All,2023,0,True
United Kingdom,All,2020,2767,True
Armenia,All,2024,14,True
New Zealand,All,2022,36,True
France,All,2021,1849,True
Poland,All,2026,17,False
Argentina,All,2020,3,True
Germany,Biotechnology,2026,11,False
Peru,Biotechnology,2021,0,True
Portugal,Biotechnology,2020,5,True
Thailand,Biotechnology,2023,2,True
Canada,Biotechnology,2024,44,True
United States,Biotechnology,2024,929,True
Czechia,Community and Lifestyle,2017,1,True
Sweden,Community and Lifestyle,2021,7,True
Malaysia,Community and Lifestyle,2020,2,True
Romania,Community and Lifestyle,2020,0,True
Singapore,Community and Lifestyle,2022,1,True
Australia,Computer Vision,2020,1,True
United Kingdom,Computer Vision,2017,10,True
India,Computer Vision,2024,5,True
Sweden,Computer Vision,2020,0,True
Mexico,Computer Vision,2022,0,True
Iceland,Computer Vision,2025,1,True
Sweden,Consumer goods,2024,0,True
Japan,Consumer goods,2024,1,True
New Zealand,Consumer goods,2020,0,True
New Zealand,Consumer goods,2021,1,True
Ukraine,Consumer goods,2021,0,True
Ireland,Consumer goods,2019,5,True
Switzerland,Consumer goods,2022,12,True
China (mainland),Consumer goods,2023,174,True
Belgium,Cyber Security,2023,216,True
United Kingdom,Cyber Security,2022,5,True
Portugal,Cyber Security,2023,0,True
Switzerland,Data and analytics,2023,63,True
Poland,Data and analytics,2020,68,True
Poland,Data and analytics,2024,16,True
Denmark,Data and analytics,2025,40,True
Italy,Data and analytics,2018,12,True
France,Data and analytics,2020,203,True
Zimbabwe,Data and analytics,2023,0,True
Pakistan,Data and analytics,2022,1,True
Malaysia,Data and analytics,2024,7,True
Chile,Data and analytics,2023,3,True
Chile,Data and analytics,2025,6,True
Czechia,Data and analytics,2024,12,True
Norway,Data and analytics,2020,350,True
Nigeria,Data and analytics,2021,0,True
Botswana,Data and analytics,2016,0,True
Mexico,Data and analytics,2022,35,True
Singapore,Data and analytics,2017,125,True
Iceland,Data and analytics,2017,2,True
Turkey,Education,2020,0,True
Switzerland,Education,2016,0,True
Switzerland,Education,2022,5,True
South Africa,Education,2017,4,True
Norway,Education,2023,2,True
Singapore,Education,2020,0,True
Egypt,Education,2021,0,True
Australia,Education,2018,1,True
Netherlands,Energy and natural resources,2020,2,True
Finland,Energy and natural resources,2026,2,False
Italy,Energy and natural resources,2022,1,True
Estonia,Energy and natural resources,2023,2,True
Russia,Facial Recognition,2018,1,True
Singapore,Finance,2020,91,True
Singapore,Finance,2025,164,True
Norway,Finance,2024,0,True
Finland,Finance,2018,2,True
Belgium,Finance,2021,14,True
United Arab Emirates,Finance,2022,19,True
Netherlands,Finance,2021,41,True
Ireland,Finance,2020,1,True
Poland,Gaming,2022,0,True
Cyprus,Gaming,2016,1,True
Finland,Gaming,2022,0,True
Hungary,Gaming,2016,0,True
Malta,Gaming,2017,1,True
Taiwan,Gaming,2019,0,True
Thailand,General purpose,2018,0,True
Indonesia,General purpose,2019,3,True
Greece,General purpose,2025,4,True
Vietnam,General purpose,2019,0,True
Portugal,General purpose,2017,17,True
Portugal,General purpose,2020,7,True
Israel,General purpose,2024,2027,True
New Zealand,General purpose,2024,15,True
United Arab Emirates,General purpose,2017,7,True
Malta,General purpose,2025,0,True
Turkey,General purpose,2020,3,True
Kuwait,General purpose,2023,4,True
Sweden,General purpose,2016,14,True
Taiwan,General purpose,2016,3,True
Latvia,General purpose,2018,0,True
Jordan,General purpose,2020,0,True
South Africa,General purpose,2025,3,True
Colombia,General purpose,2024,12,True
Denmark,Hardware,2022,53,True
Israel,Hardware,2020,134,True
Czechia,Hardware,2024,1,True
China (mainland),Hardware,2022,685,True
Lithuania,Hardware,2025,0,True
Iceland,Hardware,2016,2,True
Chile,Hardware,2018,1,True
Australia,Healthcare and Life Sciences,2020,16,True
Turkey,Healthcare and Life Sciences,2017,0,True
Portugal,Healthcare and Life Sciences,2025,1,True
Mongolia,Healthcare and Life Sciences,2022,0,True
Tanzania,Healthcare and Life Sciences,2023,0,True
Italy,Healthcare and Life Sciences,2016,0,True
Italy,Healthcare and Life Sciences,2018,4,True
United States,Healthcare and Life Sciences,2021,3959,True
Finland,Healthcare and Life Sciences,2021,20,True
Canada,Healthcare and Life Sciences,2020,41,True
China (mainland),Healthcare and Life Sciences,2016,150,True
Lithuania,Healthcare and Life Sciences,2025,0,True
South Africa,Information Technology,2020,8,True
Slovakia,Information Technology,2021,4,True
Brazil,Information Technology,2019,187,True
Brazil,Information Technology,2023,65,True
Switzerland,Information Technology,2023,38,True
Estonia,Information Technology,2019,1,True
Singapore,Information Technology,2017,28,True
New Zealand,Information Technology,2019,0,True
New Zealand,Information Technology,2022,1,True
Azerbaijan,Information Technology,2025,0,True
United States,Information Technology,2026,4712,False
India,Information Technology,2025,1313,True
China (mainland),Lending and Investments,2016,61,True
Belgium,Lending and Investments,2018,2,True
Belgium,Lending and Investments,2022,2,True
Spain,Lending and Investments,2019,3,True
India,Lending and Investments,2023,0,True
Japan,Manufacturing,2020,26,True
Australia,Manufacturing,2019,3,True
Iceland,Manufacturing,2024,2,True
Canada,Manufacturing,2026,24,False
Switzerland,Manufacturing,2021,4,True
United Kingdom,Manufacturing,2020,15,True
Israel,Media and Entertainment,2018,64,True
Finland,Media and Entertainment,2017,1,True
India,Media and Entertainment,2023,8,True
Armenia,Media and Entertainment,2021,1,True
Chile,"Mobile, platforms & Internet services",2024,0,True
Switzerland,"Mobile, platforms & Internet services",2020,12,True
Saudi Arabia,"Mobile, platforms & Internet services",2020,9,True
Albania,"Mobile, platforms & Internet services",2019,7,True
Brazil,"Mobile, platforms & Internet services",2024,48,True
Netherlands,"Mobile, platforms & Internet services",2016,7,True
Luxembourg,"Mobile, platforms & Internet services",2016,0,True
Ukraine,"Mobile, platforms & Internet services",2020,1,True
Pakistan,"Mobile, platforms & Internet services",2020,0,True
Austria,"Mobile, platforms & Internet services",2019,1,True
Singapore,"Mobile, platforms & Internet services",2022,337,True
Serbia,"Mobile, platforms & Internet services",2019,0,True
France,NLP,2022,1,True
Taiwan,NLP,2017,2,True
Chile,NLP,2020,1,True
Germany,NLP,2024,0,True
Netherlands,NLP,2024,3,True
Austria,NLP,2023,0,True
United Kingdom,Navigation and mapping,2020,1,True
Germany,Navigation and mapping,2024,20,True
Switzerland,Navigation and mapping,2018,0,True
Brazil,Other,2024,26,True
Poland,Other,2026,2,False
France,Other,2022,35,True
France,Other,2025,176,True
Colombia,Other,2019,0,True
Colombia,Other,2021,0,True
Hungary,Other,2018,0,True
United Kingdom,Other,2022,272,True
Mexico,Privacy and Security,2020,2,True
Taiwan,Privacy and Security,2024,20,True
Denmark,Privacy and Security,2023,0,True
United States,Privacy and Security,2020,1038,True
Greece,Privacy and Security,2022,7,True
Belgium,Privacy and Security,2022,0,True
Netherlands,Professional services,2017,16,True
Belgium,Professional services,2017,25,True
Belgium,Professional services,2025,8,True
Sweden,Professional services,2023,9,True
Canada,Professional services,2021,122,True
Canada,Professional services,2024,120,True
Greece,Professional services,2021,0,True
Singapore,Professional services,2025,15,True
Argentina,Professional services,2018,0,True
Chile,Professional services,2022,0,True
Australia,Real estate,2017,5,True
Finland,Real estate,2024,1,True
United Kingdom,Real estate,2025,26,True
United Kingdom,Real estate,2026,3,False
Switzerland,Real estate,2023,2,True
India,Real estate,2019,0,True
Hungary,Real estate,2018,0,True
Mexico,Robotics,2024,0,True
South Korea,"Sales, retail, commerce, marketing",2026,5,False
Austria,"Sales, retail, commerce, marketing",2022,0,True
Israel,"Sales, retail, commerce, marketing",2021,121,True
Switzerland,"Sales, retail, commerce, marketing",2024,3,True
Ireland,"Sales, retail, commerce, marketing",2025,57,True
Pakistan,"Sales, retail, commerce, marketing",2019,0,True
Malaysia,"Sales, retail, commerce, marketing",2020,4,True
Sweden,"Sales, retail, commerce, marketing",2021,252,True
France,Simulation,2018,3,True
Israel,Simulation,2018,1,True
Kenya,Software,2024,6,True
Saudi Arabia,Software,2018,1,True
United Kingdom,Software,2023,1715,True
Serbia,Software,2018,0,True
Japan,Software,2020,424,True
Latvia,Software,2019,2,True
Poland,Software,2021,25,True
Romania,Software,2024,5,True
Jordan,Software,2018,0,True
Slovakia,Software,2021,5,True
New Zealand,Software,2026,2,False
Estonia,Software,2025,40,True
South Africa,Software,2016,0,True
Norway,Software,2025,50,True
Nigeria,Software,2023,2,True
Uzbekistan,Software,2024,0,True
Singapore,Software,2022,560,True
Spain,Software,2026,20,False
Panama,Software,2025,15,True
Finland,Software,2023,27,True
India,Speech Recognition,2020,7,True
India,Speech Recognition,2024,1,True
Sri Lanka,Sports,2025,0,True
Israel,Sports,2021,6,True
Poland,Sports,2022,1,True
Malaysia,Telecommunications,2022,1,True
Japan,Transportation,2017,15,True
Sweden,Transportation,2018,0,True
South Korea,Transportation,2025,18,True
Nigeria,Transportation,2023,0,True
Switzerland,Transportation,2019,56,True
Switzerland,Transportation,2021,21,True
United States,Transportation,2023,3207,True
Sweden,Agriculture,2023,3,True
Bangladesh,Agriculture,2023,0,True
New Zealand,Agriculture,2021,0,True
United Kingdom,Agriculture,2020,6,True
Denmark,Agriculture,2021,2,True
Ireland,Agriculture,2018,0,True
Ireland,Agriculture,2020,0,True
Germany,Agriculture,2016,3,True
Saudi Arabia,Agriculture,2022,5,True
Chile,Agriculture,2022,0,True
Kenya,Agriculture,2025,0,True
China (mainland),All,2017,6305,True
Belgium,All,2020,245,True
Belgium,All,2023,252,True
Malaysia,All,2022,49,True
Austria,All,2021,150,True
Colombia,All,2018,0,True
Ireland,All,2017,52,True
Norway,All,2018,28,True
India,All,2026,819,False
Serbia,All,2018,1,True
Ghana,All,2021,2,True
Canada,All,2018,742,True
Qatar,All,2022,4,True
South Africa,All,2024,9,True
Chile,All,2024,20,True
Chile,All,2025,20,True
Poland,All,2021,53,True
Kenya,All,2025,2,True
Indonesia,All,2020,37,True
Germany,Biotechnology,2016,1,True
Chile,Biotechnology,2021,0,True
China (mainland),Biotechnology,2019,46,True
Hungary,Biotechnology,2017,0,True
Brazil,Biotechnology,2020,0,True
United Kingdom,Biotechnology,2018,18,True
United Kingdom,Community and Lifestyle,2019,21,True
Spain,Community and Lifestyle,2026,4,False
United States,Community and Lifestyle,2025,464,True
Germany,Community and Lifestyle,2025,15,True
France,Community and Lifestyle,2019,2,True
France,Community and Lifestyle,2020,22,True
Israel,Community and Lifestyle,2023,36,True
Poland,Community and Lifestyle,2024,0,True
Sweden,Community and Lifestyle,2019,1,True
Taiwan,Community and Lifestyle,2021,1,True
South Korea,Computer Vision,2020,20,True
Australia,Computer Vision,2018,2,True
Australia,Computer Vision,2023,1,True
Denmark,Computer Vision,2019,0,True
Turkey,Computer Vision,2024,1,True
Sweden,Computer Vision,2022,1,True
Sweden,Computer Vision,2025,2,True
Netherlands,Computer Vision,2020,1,True
Ghana,Consumer goods,2017,0,True
France,Consumer goods,2022,10,True
Poland,Consumer goods,2023,2,True
Austria,Consumer goods,2024,6,True
Portugal,Consumer goods,2017,1,True
Croatia,Consumer goods,2024,2,True
Australia,Consumer goods,2017,1,True
Italy,Consumer goods,2018,0,True
Israel,Cyber Security,2025,116,True
Spain,Cyber Security,2020,3,True
Indonesia,Data and analytics,2019,3,True
Georgia,Data and analytics,2024,0,True
Pakistan,Data and analytics,2017,0,True
Malaysia,Data and analytics,2019,2,True
United Arab Emirates,Data and analytics,2019,12,True
Czechia,Data and analytics,2016,1,True
Zambia,Data and analytics,2022,0,True
Brazil,Data and analytics,2026,6,False
Argentina,Data and analytics,2025,1,True
Belgium,Data and analytics,2016,3,True
Tunisia,Data and analytics,2021,0,True
Cyprus,Data and analytics,2022,3,True
India,Data and analytics,2018,57,True
Croatia,Data and analytics,2019,0,True
Lithuania,Data and analytics,2022,0,True
Portugal,Data and analytics,2017,17,True
Côte d'Ivoire,Data and analytics,2022,0,True
Russia,Data and analytics,2016,3,True
Serbia,Data and analytics,2024,3,True
Taiwan,Data and analytics,2017,9,True
Vietnam,Data and analytics,2021,8,True
Argentina,Education,2018,0,True
Bangladesh,Education,2022,2,True
Singapore,Education,2021,7,True
Belgium,Education,2022,0,True
Peru,Education,2023,0,True
Malaysia,Education,2019,0,True
Sweden,Energy and natural resources,2019,1,True
Sweden,Energy and natural resources,2020,3,True
Poland,Energy and natural resources,2019,1,True
Turkey,Energy and natural resources,2018,0,True
Chile,Energy and natural resources,2019,0,True
United Kingdom,Energy and natural resources,2022,60,True
Luxembourg,Energy and natural resources,2026,2,False
Switzerland,Energy and natural resources,2024,4,True
Hungary,Energy and natural resources,2018,0,True
Belgium,Energy and natural resources,2023,3,True
Norway,Energy and natural resources,2022,1,True
Netherlands,Facial Recognition,2021,95,True
Slovakia,Finance,2020,5,True
Israel,Finance,2020,92,True
Indonesia,Finance,2019,1,True
Mexico,Finance,2022,32,True
United Kingdom,Finance,2016,35,True
Colombia,Finance,2025,1,True
Spain,Finance,2018,1,True
Malaysia,Finance,2021,49,True
Seychelles,Gaming,2024,0,True
China (mainland),Gaming,2019,2,True
Chile,Gaming,2019,0,True
Spain,Gaming,2017,0,True
Spain,Gaming,2026,0,False
Paraguay,General purpose,2024,0,True
Chile,General purpose,2022,9,True
Russia,General purpose,2017,5,True
Sri Lanka,General purpose,2018,2,True
Estonia,General purpose,2022,32,True
Spain,General purpose,2018,40,True
Malaysia,General purpose,2019,1,True
Malaysia,General purpose,2023,62,True
Japan,General purpose,2020,180,True
Cyprus,General purpose,2020,5,True
China (mainland),General purpose,2018,2794,True
Netherlands,General purpose,2017,107,True
Nigeria,General purpose,2026,3,False
Egypt,General purpose,2023,2,True
Jordan,General purpose,2016,0,True
Norway,General purpose,2021,247,True
Norway,General purpose,2025,49,True
United Arab Emirates,Hardware,2021,1,True
New Zealand,Hardware,2017,0,True
South Korea,Hardware,2019,190,True
India,Hardware,2018,324,True
Italy,Hardware,2025,20,True
Singapore,Hardware,2026,6198,False
Germany,Hardware,2026,69,False
Spain,Hardware,2025,14,True
Turkey,Hardware,2016,1,True
Turkey,Hardware,2021,7,True
United States,Hardware,2023,3955,True
South Africa,Hardware,2022,6,True
Finland,Hardware,2016,2,True
Netherlands,Hardware,2024,123,True
Sri Lanka,Healthcare and Life Sciences,2023,0,True
United Kingdom,Healthcare and Life Sciences,2022,344,True
Colombia,Healthcare and Life Sciences,2020,0,True
Germany,Healthcare and Life Sciences,2019,7,True
India,Healthcare and Life Sciences,2023,15,True
Ireland,Healthcare and Life Sciences,2020,1,True
Japan,Healthcare and Life Sciences,2017,9,True
Romania,Healthcare and Life Sciences,2019,0,True
Switzerland,Healthcare and Life Sciences,2016,2,True
Slovakia,Information Technology,2025,10,True
Estonia,Information Technology,2023,1,True
Saudi Arabia,Information Technology,2020,5,True
Kazakhstan,Information Technology,2024,2,True
New Zealand,Information Technology,2016,1,True
Colombia,Information Technology,2023,5,True
Netherlands,Information Technology,2022,35,True
Finland,Information Technology,2023,12,True
Ireland,Information Technology,2018,38,True
Ireland,Information Technology,2020,19,True
Ireland,Information Technology,2026,2,False
Norway,Information Technology,2021,176,True
Netherlands,Lending and Investments,2019,0,True
Singapore,Lending and Investments,2016,1,True
India,Lending and Investments,2022,11,True
Japan,Manufacturing,2019,75,True
South Africa,Manufacturing,2020,3,True
India,Manufacturing,2025,54,True
Czechia,Manufacturing,2025,2,True
Egypt,Manufacturing,2025,0,True
Thailand,Manufacturing,2019,3,True
Denmark,Manufacturing,2023,1,True
Poland,Manufacturing,2019,0,True
Saint Kitts and Nevis,Media and Entertainment,2021,0,True
New Zealand,Media and Entertainment,2025,1,True
South Korea,Media and Entertainment,2018,19,True
China (mainland),"Military, public safety and government",2020,1,True
Poland,"Military, public safety and government",2019,0,True
United Arab Emirates,"Mobile, platforms & Internet services",2019,0,True
Argentina,"Mobile, platforms & Internet services",2021,2,True
Israel,"Mobile, platforms & Internet services",2019,2081,True
Norway,"Mobile, platforms & Internet services",2019,7,True
Poland,"Mobile, platforms & Internet services",2020,8,True
Uzbekistan,"Mobile, platforms & Internet services",2024,0,True
Nigeria,"Mobile, platforms & Internet services",2026,0,False
Bulgaria,"Mobile, platforms & Internet services",2023,0,True
Mexico,"Mobile, platforms & Internet services",2021,9,True
Turkey,"Mobile, platforms & Internet services",2021,8,True
Czechia,"Mobile, platforms & Internet services",2024,1,True
Russia,"Mobile, platforms & Internet services",2018,4,True
Vietnam,"Mobile, platforms & Internet services",2024,3,True
Brazil,NLP,2017,0,True
Brazil,NLP,2024,20,True
Malaysia,NLP,2022,0,True
China (mainland),NLP,2019,28,True
Japan,NLP,2022,27,True
Germany,NLP,2022,7,True
Dominican Republic,NLP,2021,0,True
Netherlands,NLP,2019,5,True
Italy,NLP,2021,32,True
Qatar,NLP,2024,0,True
Austria,NLP,2021,15,True
United States,Navigation and mapping,2021,286,True
Canada,Navigation and mapping,2018,2,True
Estonia,Navigation and mapping,2020,0,True
China (mainland),Navigation and mapping,2020,7,True
Australia,Navigation and mapping,2023,9,True
China (mainland),Other,2024,101,True
Japan,Other,2020,22,True
Denmark,Other,2017,0,True
Denmark,Other,2019,7,True
Australia,Other,2021,6,True
Netherlands,Other,2019,0,True
Taiwan,Other,2017,2,True
Jordan,Other,2023,0,True
South Africa,Other,2022,101,True
New Zealand,Other,2021,5,True
United Kingdom,Other,2023,301,True
Seychelles,Privacy and Security,2016,0,True
Hungary,Privacy and Security,2021,0,True
Taiwan,Privacy and Security,2016,2,True
Canada,Privacy and Security,2025,26,True
Thailand,Privacy and Security,2019,0,True
Australia,Privacy and Security,2019,2,True
Sweden,Professional services,2018,0,True
United Kingdom,Professional services,2017,101,True
Poland,Professional services,2019,1,True
Japan,Professional services,2017,9,True
Kuwait,Professional services,2023,4,True
South Korea,Professional services,2017,1,True
Italy,Professional services,2021,31,True
Chile,Real estate,2016,0,True
South Korea,Real estate,2018,0,True
Norway,Real estate,2025,0,True
Australia,Robotics,2020,0,True
Germany,Robotics,2019,1,True
Malaysia,Robotics,2017,0,True
United States,Robotics,2021,1043,True
China (mainland),Robotics,2018,358,True
Chile,Robotics,2021,0,True
South Korea,Robotics,2017,1,True
Brazil,Robotics,2020,5,True
Portugal,"Sales, retail, commerce, marketing",2021,4,True
Portugal,"Sales, retail, commerce, marketing",2025,1,True
Brazil,"Sales, retail, commerce, marketing",2019,13,True
Brazil,"Sales, retail, commerce, marketing",2021,27,True
United States,"Sales, retail, commerce, marketing",2022,7363,True
Ireland,"Sales, retail, commerce, marketing",2020,20,True
Ireland,"Sales, retail, commerce, marketing",2024,24,True
Turkey,"Sales, retail, commerce, marketing",2024,1,True
Bulgaria,"Sales, retail, commerce, marketing",2024,3,True
China (mainland),"Sales, retail, commerce, marketing",2022,29,True
China (mainland),"Sales, retail, commerce, marketing",2023,18,True
Pakistan,"Sales, retail, commerce, marketing",2020,0,True
Singapore,Semiconductor,2025,3,True
Japan,Simulation,2025,1,True
Uganda,Software,2023,0,True
Iraq,Software,2022,0,True
United States,Software,2019,14603,True
China (mainland),Software,2018,2773,True
Kazakhstan,Software,2022,0,True
Argentina,Software,2020,0,True
Poland,Software,2023,12,True
Sweden,Software,2025,3128,True
Denmark,Software,2019,28,True
Czechia,Software,2021,33,True
Israel,Software,2021,1327,True
Iceland,Software,2016,4,True
Germany,Software,2024,830,True
Russia,Software,2017,5,True
Italy,Software,2019,7,True
Vietnam,Software,2024,3,True
Nigeria,Software,2021,1,True
Qatar,Software,2022,3,True
Spain,Sports,2019,0,True
India,Telecommunications,2020,6,True
India,Telecommunications,2023,1,True
France,Transportation,2020,12,True
Portugal,Transportation,2016,0,True
Netherlands,Transportation,2018,2,True
Finland,Agriculture,2021,3,True
New Zealand,Agriculture,2023,0,True
United Kingdom,Agriculture,2019,3,True
Denmark,Agriculture,2020,0,True
Greece,All,2023,110,True
China (mainland),All,2024,9345,True
Netherlands,All,2020,143,True
Italy,All,2017,7,True
United Arab Emirates,All,2018,10,True
United Arab Emirates,All,2024,1923,True
Peru,All,2020,3,True
Peru,All,2021,1,True
Finland,All,2016,13,True
Norway,All,2019,92,True
Uruguay,All,2017,0,True
Portugal,All,2017,53,True
India,All,2025,2789,True
Georgia,All,2023,0,True
Ghana,All,2025,0,True
Hungary,All,2020,9,True
Israel,All,2020,1864,True
Tunisia,All,2025,1,True
Cyprus,All,2021,60,True
Chile,All,2016,0,True
Bahrain,All,2024,0,True
Ukraine,All,2019,7,True
Brazil,All,2016,6,True
Belize,All,2022,20,True
Saudi Arabia,All,2025,2452,True
Turkey,Biotechnology,2019,1,True
Saudi Arabia,Biotechnology,2017,1,True
Slovenia,Biotechnology,2016,0,True
Argentina,Biotechnology,2021,1,True
India,Community and Lifestyle,2019,4,True
Japan,Community and Lifestyle,2018,40,True
Chile,Community and Lifestyle,2025,0,True
South Korea,Community and Lifestyle,2021,1735,True
Tunisia,Community and Lifestyle,2019,0,True
Brazil,Community and Lifestyle,2017,0,True
Singapore,Community and Lifestyle,2024,7,True
China (mainland),Computer Vision,2016,29,True
China (mainland),Computer Vision,2017,177,True
Bangladesh,Computer Vision,2019,0,True
Italy,Computer Vision,2024,1,True
Portugal,Consumer goods,2022,2,True
Australia,Consumer goods,2016,0,True
Hungary,Consumer goods,2021,1,True
Hungary,Consumer goods,2023,3,True
United Kingdom,Cyber Security,2016,2,True
Estonia,Cyber Security,2021,35,True
Italy,Cyber Security,2018,2,True
Germany,Cyber Security,2025,27,True
Sri Lanka,Cyber Security,2024,0,True
Poland,Data and analytics,2023,11,True
Lebanon,Data and analytics,2021,0,True
Lebanon,Data and analytics,2022,0,True
Sweden,Data and analytics,2023,68,True
Colombia,Data and analytics,2016,1,True
Tunisia,Data and analytics,2022,2,True
New Zealand,Data and analytics,2022,6,True
Germany,Data and analytics,2024,796,True
Bahrain,Data and analytics,2020,0,True
Latvia,Data and analytics,2025,1,True
Mongolia,Data and analytics,2022,0,True
Luxembourg,Data and analytics,2025,1,True
Taiwan,Data and analytics,2025,39,True
United States,Data and analytics,2019,13575,True
Austria,Education,2017,1,True
Lithuania,Education,2024,0,True
South Korea,Education,2021,202,True
Tunisia,Education,2022,0,True
Argentina,Education,2019,0,True
Singapore,Education,2022,30,True
Netherlands,Education,2025,0,True
Nigeria,Education,2022,0,True
United States,Education,2021,1788,True
Australia,Education,2021,7,True
United States,Energy and natural resources,2021,402,True
Canada,Energy and natural resources,2024,7,True
Germany,Energy and natural resources,2026,28,False
Switzerland,Energy and natural resources,2018,0,True
Japan,Energy and natural resources,2016,2,True
Japan,Energy and natural resources,2021,1,True
South Korea,Facial Recognition,2021,0,True
Israel,Finance,2023,27,True
India,Finance,2019,52,True
Czechia,Finance,2017,2,True
Panama,Finance,2025,10,True
Taiwan,Finance,2020,1,True
Mauritius,Finance,2021,20,True
Estonia,Gaming,2024,0,True
Brazil,General purpose,2023,98,True
Saudi Arabia,General purpose,2024,40,True
India,General purpose,2022,993,True
Tanzania,General purpose,2017,0,True
Slovenia,General purpose,2023,20,True
Zambia,General purpose,2021,0,True
New Zealand,General purpose,2019,4,True
United Arab Emirates,General purpose,2020,5,True
China (mainland),General purpose,2022,1405,True
South Korea,General purpose,2023,616,True
Turkey,General purpose,2019,3,True
Turkey,General purpose,2025,17,True
United Kingdom,General purpose,2026,692,False
Sweden,General purpose,2019,42,True
Germany,General purpose,2022,581,True
Singapore,General purpose,2022,530,True
Australia,General purpose,2019,67,True
Slovakia,General purpose,2019,5,True
Poland,General purpose,2025,35,True
South Africa,General purpose,2021,4,True
Hungary,General purpose,2016,2,True
New Zealand,Hardware,2020,4,True
Hungary,Hardware,2018,5,True
Italy,Hardware,2026,1,False
Argentina,Hardware,2023,0,True
China (mainland),Hardware,2019,752,True
France,Hardware,2017,49,True
Portugal,Hardware,2022,4,True
Sri Lanka,Healthcare and Life Sciences,2022,0,True
