cik,name,country,form,filing_date,report_date,fy,accession,primary_doc
1937441,Ambipar Emergency Response,Brazil,20-F,2025-06-24,2024-12-31,2024,0001628280-25-032686,ambi-20241231.htm
1945711,Lavoro Ltd,Brazil,20-F,2023-11-01,2023-06-30,2023,0001945711-23-000004,lvro-20230630.htm
1945711,Lavoro Ltd,Brazil,20-F,2024-10-31,2024-06-30,2024,0001945711-24-000044,lvro-20240630.htm
1945711,Lavoro Ltd,Brazil,20-F,2025-12-30,2025-06-30,2025,0001554855-25-002351,lvro-20250630.htm
1965143,Nvni Group Ltd,Brazil,20-F,2024-12-26,2023-12-31,2023,0001213900-24-112405,ea0225513-20f_nvnigroup.htm
1965143,Nvni Group Ltd,Brazil,20-F,2025-04-30,2024-12-31,2024,0001213900-25-037599,ea0239663-20f_nvnigroup.htm
1965143,Nvni Group Ltd,Brazil,20-F,2026-04-30,2025-12-31,2025,0001213900-26-050294,ea0287091-20f_nvnigroup.htm
1969373,"Vesta Real Estate Corporation, S.A.B. de C.V.",Mexico,20-F,2024-04-19,2023-12-31,2023,0001969373-24-000005,vtmx-20231231.htm
1969373,"Vesta Real Estate Corporation, S.A.B. de C.V.",Mexico,20-F,2025-04-21,2024-12-31,2024,0001969373-25-000010,vtmx-20241231.htm
1969373,"Vesta Real Estate Corporation, S.A.B. de C.V.",Mexico,20-F,2026-03-17,2025-12-31,2025,0001969373-26-000010,vtmx-20251231.htm
1978954,BBB FOODS INC,Mexico,20-F,2024-04-30,2023-12-31,2023,0000950170-24-050527,tbbb-20231231.htm
1978954,BBB FOODS INC,Mexico,20-F,2025-04-29,2024-12-31,2024,0000950170-25-060187,tbbb-20241231.htm
1978954,BBB FOODS INC,Mexico,20-F,2026-04-02,2025-12-31,2025,0001193125-26-140232,tbbb-20251231.htm
